AREACD,No central heating,Mains gas only,Electric only,Oil only,Renewable energy only
E02001093,1.083105921,49.51161511,7.686418953,null,-0.002459574
E02001238,1.146744853,49.65576401,3.475178379,0.151256473,null
E02001245,1.112753714,49.64085968,4.917233045,null,null
E02002153,0.914198595,49.71318665,1.44644262,null,null
E02002208,1.26219766,49.39675851,3.850161085,null,null
E02003181,0.814510063,50.03220582,3.782246403,null,null
E02004586,0.722053774,49.50917587,9.193867214,-0.196410438,null
E02005904,0.125981362,49.76644287,3.355405093,6.105633477,1.228260874
E02006030,-0.036825778,49.42492928,2.854099978,0.782199509,null
E02006206,0.835474596,49.4387597,2.331492087,0.91123257,null
E02006429,0.711808045,49.42720102,5.042783631,0.397195409,0.775955051
E02007054,0.18067466,49.48297256,2.683135705,2.199014798,0.85403983
W02000301,-0.100769523,49.60547398,0.467533385,0.304991443,null
E02000056,0.904017223,49.43976611,3.436792304,null,null
E02000093,0.55868139,49.11350747,5.6478204,null,null
E02000445,1.099085151,49.37878834,7.711040389,null,null
E02000836,0.589943514,49.14945394,2.466966782,null,null
E02001270,0.631702844,49.90032407,8.259650022,null,null
E02001276,0.160199354,49.58647214,1.752594759,null,null
E02001291,-0.147998877,49.53764697,2.294289151,null,null
E02001313,1.087632222,49.20891203,4.000905759,null,null
E02001354,0.849437349,49.25431465,2.071350447,null,null
E02001473,1.374712368,49.74512952,3.130004979,null,null
E02001698,null,49.854413,1.766421456,null,null
E02002261,1.436625915,49.92340402,4.674248938,0.180854262,null
E02002285,1.180313765,49.25513918,1.778069895,-0.005000388,null
E02002526,0.13573281,49.97173173,1.529351071,0.628283307,null
E02002944,0.697604419,50.05285827,2.954436766,0.16835056,-0.118288753
E02003074,0.506321185,49.68580593,4.206278505,0.868166008,null
E02003178,0.9607441,49.76614666,4.270453759,null,null
E02003391,0.847395919,49.32733909,4.447124898,null,null
E02004102,0.741033325,50.00302323,8.11058201,0.265990262,null
E02004513,1.502307317,49.66013665,15.35858903,-0.082957307,null
E02004695,0.439673208,50.06882901,2.354648061,0.776730106,null
E02005295,0.636786213,49.53738621,1.496090569,-0.109633953,null
E02005916,0.205837852,49.30632793,1.664622034,0.073580616,-0.255636333
E02006343,0.113572374,49.13526691,2.821225545,null,0.103147586
E02006503,0.283464127,49.48604237,4.245040425,5.9850216,0.8882158
E02006571,0.392826418,49.61643184,4.386528428,0.953368619,0.411584968
W02000386,0.57995579,49.82721526,2.067135055,null,null
E02000635,1.784137759,49.23952604,11.23646136,null,-0.24629879
E02000988,0.887815409,49.09345186,5.788844577,null,null
E02001041,0.936962387,49.11683731,3.316802259,null,null
E02001196,0.249275122,49.35203276,3.058258861,0.202594757,null
E02001419,0.834394243,49.59527018,5.486539374,null,null
E02001631,0.951108974,49.21232528,2.454024125,null,null
E02002250,1.780089386,49.014749,3.669993191,1.534424526,0.400313391
E02002544,0.388184802,49.62358163,3.146446337,null,null
E02002661,1.233600066,49.66607551,1.469026347,null,null
E02002673,1.384350562,49.0139571,1.844229729,null,null
E02003163,1.188702703,49.66433767,16.93107255,0.534592935,0.24084346
E02003328,2.081777366,49.3819992,14.85968975,null,null
E02003348,0.201881276,49.15187393,1.487095742,-0.289869199,-0.112348314
E02003878,0.45617847,49.51484909,1.775802458,3.606661361,-0.077971508
E02004258,0.829162441,49.61064461,7.397471787,12.65675414,1.136997037
E02004411,0.184246295,49.83907946,5.772755354,1.065095995,null
E02004479,0.295913052,49.49695245,2.376835544,null,null
E02004569,1.427907917,49.95953612,6.829305532,-0.01708732,null
E02004604,0.947437906,49.84460523,4.633695376,null,null
E02004703,0.915020271,49.29557456,5.609567777,14.45754107,1.817020139
E02004888,0.656505382,49.57461851,5.753466452,0.630734774,null
E02005231,1.587447621,49.28724131,6.546282682,null,null
E02005315,-0.028839461,49.92847234,1.63637696,1.539421513,null
E02005699,0.778230609,49.75185693,1.796998376,-0.130428448,null
E02006218,1.134316905,49.27027119,14.76145192,null,null
E02006294,0.77154776,49.38414625,7.349962929,1.333956359,0.153049731
E02006300,0.772911425,49.94596379,7.618107353,0.443068458,1.227150387
E02006658,0.964263744,49.64686123,5.754681718,1.092722593,0.006740075
W02000039,1.179971588,49.38900275,2.377674117,0.641415474,0.167023075
E02000175,2.38617059,49.87277635,10.7806127,-0.151196412,null
E02001028,-0.137111873,49.37234768,0.333964465,null,null
E02001073,1.20637876,49.42242788,12.93766833,null,-0.179482325
E02001298,0.157849587,49.58667294,2.027997585,null,null
E02001323,0.418311349,49.67554649,3.659928968,0.198686103,null
E02002686,0.997551671,49.25708215,5.493054292,0.524177086,null
E02003146,1.853337641,48.94987277,4.699499854,null,null
E02003177,0.481397607,49.19747864,2.557731219,null,null
E02003239,0.368206761,49.27646012,1.60486832,2.971179739,-0.014746975
E02003515,0.594731392,49.29799677,3.907615284,null,0.251194238
E02003534,1.545299482,49.64991368,3.142715915,null,null
E02003983,1.651553858,49.05433101,1.312639172,null,null
E02004338,0.123155774,49.76132882,1.79978769,1.199785362,null
E02004567,0.287948963,49.29280169,1.746759296,0.607855181,null
E02004758,0.359691746,49.1047582,3.962653267,1.379818898,0.727063736
E02006060,0.706850699,49.12123781,6.408166072,0.707680594,null
E02006168,1.019566274,48.96822335,10.90701397,-0.023315308,null
E02006376,0.421765838,49.53450393,3.585080186,null,null
E02006460,1.905359485,49.5272042,9.138350364,null,null
E02006760,0.503859004,49.78093115,3.410421763,3.455628287,0.594623966
E02007080,0.115006395,49.84294555,2.653976196,null,null
W02000169,1.087807361,49.49349636,1.801582404,7.48948115,0.192759902
E02000238,1.150144873,49.47503897,5.573978513,null,-0.179952707
E02000986,0.509769529,49.17536197,7.881355896,null,null
E02001252,0.993777367,48.96866002,2.396216671,null,null
E02001264,0.671489763,49.33230136,2.241884473,null,null
E02001280,0.740566409,49.25063711,4.190862216,null,0.350730674
E02001363,1.296365279,49.22931949,3.346619002,null,null
E02001582,0.862783577,49.46565279,1.093844531,null,null
E02001615,0.042687368,49.81312113,1.067437365,-0.142051268,null
E02002655,1.062917964,49.31129867,4.101036275,null,null
E02002665,0.454432132,49.80661381,2.304277767,null,null
E02002667,1.301473925,49.47056609,2.219595981,null,null
E02002864,0.768407779,49.54004484,2.74528529,1.584828802,0.054578193
E02003409,1.481976488,49.13040428,12.06673877,null,null
E02003590,0.576094731,49.16934657,4.122897817,0.341004576,0.5378721
E02004005,1.359504108,49.18056446,2.232167576,0.677499222,null
E02004027,1.364899883,49.57785131,5.50162897,2.868646296,0.448598632
E02004174,1.434506841,49.18913155,6.569385972,0.779361113,0.338340227
E02004735,0.496318808,49.21869256,1.846234312,null,null
E02005060,0.282573113,49.52172419,1.952590917,null,null
E02005950,1.582752484,49.54628842,8.903646559,null,null
E02006519,0.942993368,49.25582585,5.155502437,0.832634102,0.240743438
W02000257,0.66506538,49.19395031,1.167728333,0.144106194,null
E02000200,2.134566354,49.43834746,10.40783192,null,-0.05667912
E02000222,0.835760785,49.71079171,6.768790121,null,null
E02000253,0.820451911,48.99224121,6.035919812,null,null
E02000484,0.865286216,49.69444837,2.410508772,null,null
E02000491,1.350805387,49.47260745,7.615536507,null,-0.061088613
E02001045,0.772761949,49.37283293,3.516467825,null,-0.119858224
E02001302,0.911231925,48.85697377,2.168214527,null,0.111453391
E02001681,0.333960725,49.38644036,2.759239398,null,0.512545811
E02003268,1.194268191,48.97710753,5.539670392,null,null
E02003444,0.089428322,49.17149663,1.89435667,0.306988269,-0.13265229
E02003454,0.024984228,49.01861415,6.335966142,0.421975217,0.33450024
E02003462,0.281439257,49.08226052,4.569196817,null,null
E02003802,1.19243789,49.72977933,20.51435665,0.143068536,0.658471599
E02004345,0.90431105,49.17664318,5.318368428,22.93986674,1.411907291
E02004454,0.901932235,48.84423935,18.25401848,0.713656897,null
E02005815,0.617934816,49.46332326,1.720000264,5.736210114,0.59353011
E02006531,0.919555065,49.08769924,10.19735139,-0.322950779,null
E02006622,1.002705534,48.99121977,4.221770401,null,null
W02000175,1.002749187,48.97468311,2.679707802,-0.060699546,null
W02000296,0.50563074,49.62090171,0.826645953,null,null
E02000079,1.046541922,49.59443707,5.819684266,null,null
E02000195,1.227602617,49.20876633,3.889244262,null,null
E02000256,2.479097957,48.98374627,9.71745844,null,null
E02000520,1.633051967,49.52409324,13.74459707,0.248242059,0.217744218
E02001500,0.121787863,49.31427248,2.527923791,-0.248324666,null
E02001697,0.344532212,48.90150095,2.248182256,null,null
E02001810,0.73949403,48.98933582,2.317176918,null,null
E02001832,0.954103256,48.90670281,4.055326898,null,null
E02001870,1.909416546,48.72999757,3.488535684,null,null
E02001883,1.783950615,49.31735716,4.377617097,null,null
E02002237,1.469887199,48.7257324,2.135205659,null,null
E02002579,1.375628085,49.04566318,2.035845834,null,null
E02002712,0.862205571,49.43513105,1.573251778,0.313035496,0.412621944
E02003265,1.638806438,49.42017874,4.582952503,null,null
E02004110,0.101634815,49.3974384,0.981430791,0.411449804,null
E02004117,-0.040577438,48.75586747,1.598807563,1.353482577,0.333305188
E02004250,1.00814177,48.8523212,7.20166002,0.185285555,0.071027851
E02004522,1.124479906,49.15549675,2.772002511,0.827114827,null
E02004623,0.01197655,48.87068205,5.150606176,6.042672416,0.271835052
E02005016,0.070019372,49.36160011,2.671710229,-0.229959918,-0.263946176
E02005126,0.815506755,49.62324762,2.463582421,0.354738356,null
E02005779,0.772730433,48.9677093,6.857551902,0.632400042,null
E02005806,1.215026777,48.8878158,1.373486265,0.359275731,null
E02006260,1.518849357,49.28807887,4.340856805,null,null
E02006590,0.53572541,49.1621397,5.034756519,3.624211302,-0.15933298
W02000180,0.850427432,49.50567618,1.800525525,0.499812828,null
E02000034,1.112186467,49.48959334,5.629642967,null,0.623181066
E02000296,1.639682258,49.42591175,12.07639755,null,null
E02000621,3.954492926,49.07271134,32.58364487,null,0.402374271
E02000644,1.351771939,49.10010492,3.240639604,null,null
E02000829,2.073006194,49.45903534,7.158120521,null,null
E02001022,0.878707526,48.63181632,3.493604062,null,null
E02001097,0.603366509,48.85167929,2.96152727,0.133861324,0.568784532
E02001320,1.004055356,49.35337664,2.734820439,null,null
E02001480,1.18707897,49.25006885,2.868790161,null,null
E02001765,0.906579187,49.21426882,2.831489696,null,null
E02002570,0.910350686,49.06090312,5.163743365,null,null
E02002657,1.149456664,48.80163602,2.490075315,null,null
E02003300,0.957611902,48.63242281,6.277486843,null,null
E02003864,0.17102025,49.38549857,6.580298777,3.713713272,0.918925426
E02004114,0.989551144,48.77197686,1.442692613,3.720884768,0.847314299
E02004156,3.276599229,49.10325861,25.74541755,null,-0.036551357
E02005681,0.875267995,49.17511368,2.591450662,2.231546305,0.854577541
E02005935,0.956971223,49.47676887,8.658995123,0.226881722,0.54551162
E02006140,1.312949843,48.63169902,3.780040838,0.404829461,null
E02006195,0.300012682,48.96511556,1.887291254,5.795704926,0.804650325
E02007063,0.68927786,49.4736958,0.902129632,null,null
W02000173,-0.031574162,48.70718709,0.912725512,0.926546413,-0.223060446
W02000219,0.070645791,49.12846847,1.573212937,-0.305654658,null
W02000328,-0.085792109,49.16098881,1.409300466,null,null
E02000236,-0.078748213,49.21679117,1.879409325,null,null
E02001361,1.434825014,49.12578984,2.28018849,null,null
E02001501,1.130916689,49.01747263,1.10899321,0.800561204,null
E02002408,1.414645405,48.94233853,4.607644034,null,null
E02002462,1.362677369,48.52451836,4.535853931,null,0.48241889
E02002467,1.349227819,49.41762051,7.432080834,null,null
E02002966,1.08607861,49.27970311,13.01767573,null,null
E02003392,1.930533162,48.69739455,8.659093127,null,0.248720035
E02003511,0.905800601,49.021387,4.964266372,null,-0.247280923
E02003652,0.350571133,48.93578914,5.257252513,4.653636445,0.449302778
E02004179,1.177204579,48.78358785,5.689903461,1.814758553,0.780385929
E02004507,0.955824938,48.93748635,14.54791943,1.027598877,null
E02005477,0.112801905,49.24266637,2.340020168,7.760144418,0.407114201
E02005871,0.657414885,49.29070912,2.182672477,null,null
E02006325,-0.002404375,49.4343372,2.889922264,null,null
E02006834,1.133868262,49.09241588,2.706635647,null,0.314763745
W02000402,2.177937075,49.32348431,12.64664477,null,null
E02000474,1.301770433,48.53581407,5.381235558,null,null
E02001032,1.014304165,49.11418747,1.948466377,null,null
E02002559,0.488204637,48.45310602,3.107588971,8.113005112,0.081946196
E02002732,0.276520519,48.85316427,0.627066085,1.396073761,0.094493768
E02002981,0.726168385,48.53742141,2.092366061,null,null
E02004361,1.018934671,49.01695183,2.244014957,null,null
E02004818,0.352261072,48.5415968,6.070793982,7.610144303,0.4016344
E02004986,0.70614945,49.36625164,7.318076855,null,null
E02005347,0.760288949,49.38779981,6.719494077,null,null
E02005620,0.336139898,49.28928992,2.087644919,2.077951734,0.460799651
E02005802,1.487122668,48.89688439,3.651788975,0.096813064,null
E02006198,0.469857149,49.16803731,1.552760613,2.352243107,null
E02006591,1.031483613,48.55690944,6.509048781,0.136715586,null
E02006687,-0.061405042,48.66978883,4.134715766,0.272033003,null
E02000211,0.881897186,48.681203,2.56354212,null,null
E02000617,0.855035153,48.37181881,3.431622851,null,null
E02000851,1.71866743,49.09108695,24.30610732,null,0.45674966
E02000936,1.255728006,49.22080863,13.03421204,null,0.479388452
E02001188,1.929181827,49.10063548,9.408293661,null,null
E02001456,0.995372512,48.73564815,2.35559784,null,null
E02001766,0.21703307,48.97187703,2.70627225,null,null
E02002583,0.953665921,48.94169756,2.071274828,null,null
E02002819,1.232860415,48.3352793,5.223042331,null,null
E02002939,0.116979759,48.62495892,4.275790909,-0.016133922,null
E02003417,2.396520487,49.21968244,20.45996395,null,null
E02003581,1.275637115,49.16415666,7.182359423,0.211488816,null
E02004237,0.791572228,49.26257939,2.406563198,null,null
E02004559,0.894032654,48.33717475,2.918056477,1.39232432,0.227439879
E02004578,0.662142009,48.57029961,9.027822431,0.902965219,0.104132623
E02004786,0.414975824,48.70745457,3.123033577,0.690146329,null
E02006165,0.748091028,48.31942671,5.48082674,null,null
E02006249,0.804962995,49.00885968,7.062669629,0.615378452,0.516537258
E02006812,0.053131338,49.05106989,3.058600645,null,null
E02000154,1.27790197,48.77768162,6.312994831,null,-0.245315909
E02000279,1.974959276,49.10682949,15.15737221,null,null
E02000575,2.717078381,48.51272796,16.02977884,0.06066769,0.354371312
E02000866,0.796525679,48.47899419,8.868687682,null,null
E02000987,0.914110518,48.71494402,4.209328165,null,null
E02001195,0.727256254,48.55355046,1.493195071,null,null
E02001429,0.337999078,48.80441254,0.309203698,null,null
E02001655,0.768921385,48.5052232,2.107411907,null,null
E02001760,0.445118939,48.58495733,2.621799454,null,null
E02002079,1.349419191,48.91300606,5.144468832,null,null
E02002147,1.075085657,48.62315954,3.078315975,null,null
E02002363,1.330444526,48.44904626,4.470552861,null,null
E02002388,1.090311978,48.60113576,3.985318335,null,null
E02002424,0.886892055,48.57998289,2.358962637,null,null
E02002813,1.474274886,48.95496471,8.280508677,null,null
E02003694,0.589251844,48.82733444,5.60121866,0.178469412,null
E02004323,0.639401298,48.25250069,2.069824678,0.572386795,null
E02004433,0.610148641,48.90792642,7.503187628,null,null
E02004452,0.179222677,48.23885364,4.927960821,2.74929703,-0.306994315
E02004457,0.584460557,48.40662722,4.799626127,8.554244683,0.140497529
E02004682,0.401855287,49.02618085,4.066952336,0.971695866,null
E02004733,0.875761301,48.39274516,3.287328933,1.043636765,null
E02005254,0.29282863,48.36680338,2.056145574,4.908313052,0.673506766
E02005414,0.421842996,48.72523585,5.162630504,null,null
E02005550,0.524389336,48.66799577,2.392497563,2.867075528,0.417455989
E02005856,0.067092221,48.80591555,0.587200924,null,null
E02006469,0.723526853,48.94887739,2.170156507,1.874594124,null
E02000481,0.536023031,48.63737456,1.997499329,0.239432963,null
E02001199,0.876634233,48.510207,4.629474444,null,null
E02001208,1.100836198,48.25593466,4.020984574,null,0.610249376
E02001261,1.105084078,48.3095245,7.365271344,null,null
E02001341,1.444794717,48.44486639,2.50927964,null,null
E02001342,0.012870198,48.58098744,2.296097787,null,0.469901958
E02001378,1.406077392,48.77072168,3.829161127,null,null
E02001559,0.661556783,48.95766097,1.526898786,0.530641069,0.145182541
E02001662,0.357607812,49.08508133,2.193242597,null,null
E02002072,0.658314212,48.93109625,6.601205611,null,null
E02002519,0.042389263,48.9673225,3.175955135,null,null
E02002882,1.406708912,48.79200536,10.50839806,null,0.719134164
E02003140,0.394330068,49.11228373,2.285746387,0.47726623,null
E02003153,0.471011522,48.73208758,3.827717486,null,null
E02003692,0.464284641,48.9012128,1.485851482,1.142489385,0.160407074
E02003760,0.549065395,49.11549177,2.46703838,0.273486351,null
E02004088,0.239496449,48.40640057,1.912239383,null,null
E02004291,0.520602433,48.55953524,1.774038036,-0.235711745,null
E02004584,0.026178906,48.24082244,2.643365713,-0.169255225,null
E02004620,0.024529807,48.60924936,2.361908249,1.601078,0.939399752
E02004636,1.085882187,48.75455641,2.485582271,0.161037156,null
E02004713,0.777229323,49.12839007,2.890742512,null,null
E02005094,0.929921161,48.77467796,5.740395068,5.135440389,0.043280211
E02005434,0.414437759,48.44966332,3.178183943,2.199164211,0.154865291
E02005862,0.410021542,48.64950001,3.742309858,null,null
E02006095,0.852821375,48.37160552,7.46305022,2.256174219,0.465971094
W02000281,-0.096164811,48.9854196,1.245118358,-0.18064255,0.476998861
E02000305,1.13747682,48.69916984,4.075674363,null,null
E02000916,1.02490972,48.57968177,9.206799371,null,0.219267486
E02000966,4.031475323,48.58904712,9.021867324,0.489681358,null
E02001739,0.493618197,48.71001638,4.705578552,null,null
E02001767,0.33737491,48.82295232,2.052302903,null,null
E02002134,1.141820074,48.70788047,4.374141002,null,null
E02002611,0.343986874,48.98055691,3.901925567,null,null
E02002781,1.184920174,48.40016689,14.58594478,null,null
E02002814,0.194085987,48.17598623,2.598051615,null,null
E02002865,0.045858081,48.30690825,4.062313023,0.464187182,1.379139321
E02002973,1.0171707,48.75771366,3.583449305,null,null
E02003867,0.636671534,49.0001315,2.929540319,0.428910675,null
E02004007,1.937362294,48.81076911,2.999550274,6.760604007,0.541192023
E02004295,0.31236678,48.7802922,1.063948267,1.275302239,null
E02005527,0.904205924,48.28580881,2.869124919,5.788841905,0.85745168
E02005985,0.951449283,48.86683544,3.381581153,-0.121343177,-0.306316141
E02006031,0.690199909,48.90956144,9.48758901,0.985186908,-0.081237703
W02000297,0.247790457,48.40198024,0.916145634,0.326684826,null
E02000502,1.003127503,48.46439198,5.563456233,null,-0.13273767
E02000643,1.958456033,48.2996545,7.765628126,null,null
E02000651,2.041431355,48.76401189,3.463893726,null,null
E02000909,1.658386985,48.47336268,5.615215299,null,null
E02001025,0.586639407,48.87125012,2.022844399,null,null
E02001064,2.077537106,48.71754739,7.559312751,null,-0.227260878
E02001572,-0.133961855,48.10011057,1.279412049,null,0.303513177
E02002012,1.649890234,48.24673358,5.861614057,null,null
E02002932,0.855326134,48.19817612,5.129936157,0.454185656,null
E02003143,0.97908807,48.40615151,3.61192785,null,null
E02003442,-0.082465187,48.33040195,4.111523265,-0.189505641,null
E02003796,0.783051235,48.2226793,2.714736982,null,null
E02003839,0.812934306,48.91696231,4.628422287,0.326682848,null
E02004252,0.517746453,48.74958354,10.61250491,1.156559956,-0.142431529
E02004353,0.37214819,48.22120151,1.364379556,0.466950561,null
E02004426,0.387964375,48.20482099,2.977413033,null,null
E02004474,0.678340768,48.01047074,2.657631086,-0.023981884,null
E02004787,0.582524644,48.52261588,4.085479658,0.550312232,0.127843324
E02005472,0.308385318,48.19378803,5.623978125,11.21272425,0.538934065
E02005493,0.028115556,48.60579247,3.355573161,11.72510354,0.624128849
E02005534,0.732521003,48.09975281,4.237701722,0.918183224,0.605972607
E02005897,0.858725689,48.4491381,1.411589786,6.812593177,0.578063245
E02006203,0.234898075,48.85527408,4.03868382,0.124954535,null
E02006245,0.196607972,48.12724916,2.113491259,0.740182677,null
E02006601,1.012558204,48.9382848,2.705438552,4.97134555,0.927612979
E02007047,0.349417104,48.24169977,3.337522794,0.445354061,null
E02007107,-0.011949628,48.0616232,2.59172372,7.083394037,0.02946943
W02000330,0.19808152,48.30986532,1.853036198,0.713623823,null
W02000332,-0.022641595,48.57380132,2.231419224,null,null
E02000149,1.097577931,48.8288013,2.66794624,null,null
E02000364,2.139814246,48.65065387,9.954999869,null,null
E02000503,0.764108113,48.69064212,3.236153973,null,null
E02000965,1.352898158,47.89321196,4.763230363,null,null
E02001468,1.174053846,48.3675893,2.680764443,null,null
E02001743,0.257358067,48.53916651,2.517647477,null,null
E02001918,1.447198752,48.42243484,11.79916076,null,null
E02002398,1.373154978,48.52689452,2.902516092,null,null
E02003994,1.320524005,48.29846724,5.077432287,0.017443116,null
E02004018,0.937288405,48.02305665,9.929991876,0.515531637,null
E02004133,1.659203138,48.44227673,6.916386326,7.651263468,0.422689835
E02004615,0.975520386,48.38366014,3.882996686,6.186889173,0.4231742
E02004885,-0.032106917,48.19487822,1.893061125,0.522516385,null
E02005111,1.268313699,48.39268038,5.340639259,0.767131268,0.18004223
E02006023,0.847599296,48.09262152,3.471377802,9.76882478,0.472517334
E02006248,0.890835311,48.87821981,3.528865217,-0.148083044,null
E02006348,0.069692914,48.66916446,2.685035803,0.951831837,0.292227
E02006570,0.86364142,48.06703942,17.80426709,0.256982682,0.095605099
W02000192,2.043605371,48.50874002,24.53339806,null,null
E02000029,0.898001863,48.5782002,7.673521618,null,null
E02000060,1.242494122,48.30312628,6.506112971,0.214637879,null
E02000943,0.704835379,48.30637529,7.050490754,0.593958249,null
E02001157,0.493983551,48.41776153,3.853220502,null,null
E02001198,0.398935668,48.28147258,3.333308182,0.578542815,null
E02001275,0.915181235,48.14380284,2.049311823,null,null
E02001398,1.324283646,48.05968009,5.402820646,null,null
E02001994,0.881475524,48.33132287,2.335054735,null,null
E02002033,1.275082925,48.7324305,2.917674602,null,null
E02002602,0.524868711,48.03881998,3.329716342,null,null
E02002823,0.733403008,48.68108087,1.758495292,null,null
E02003412,0.978483434,47.96316222,7.133679657,null,null
E02003722,1.234535888,47.95582882,8.343971922,null,null
E02004050,0.151620256,48.70583333,1.46808843,null,null
E02004124,0.393267381,47.93929384,1.381936257,0.6627875,null
E02004126,0.761770571,48.76773951,3.94923599,0.274706196,null
E02004246,-0.009013977,48.17001972,1.649923421,1.955497276,0.766283497
E02004668,1.159910656,48.48151188,3.074845149,8.042678619,0.209019394
E02004745,0.772258305,48.3499148,10.48909691,null,null
E02004759,0.708687594,47.87142792,2.559781041,null,null
E02005318,0.257435718,48.64398868,1.190978037,0.300144633,null
E02006310,1.015450404,48.02065787,2.669335603,1.507231427,0.0868142
E02006623,0.445507762,48.06194185,4.977009114,null,null
E02006770,0.88832687,48.64836028,9.236410983,null,null
E02000075,0.589080574,47.86223429,1.217391762,null,null
E02000087,0.940210166,48.42074108,3.152011709,null,null
E02000580,2.822652757,48.51060774,6.607026417,null,null
E02000697,0.865011753,47.91396654,9.044526406,null,0.588400263
E02000712,1.387164031,48.52349666,2.12112814,null,null
E02001314,0.928861725,48.42910537,2.925713311,null,null
E02001690,0.151875348,48.08584874,1.855375896,null,null
E02003396,1.415900294,48.24905323,14.69327742,null,null
E02004060,0.027394957,48.44862742,0.941603186,null,null
E02004489,0.668787,48.2289394,3.625675149,4.258754902,-0.011470516
E02004876,-0.045904205,47.82465073,2.266158246,1.580321633,0.120423345
E02005909,0.808348862,48.7108987,2.591469911,0.609687974,null
E02006580,0.469082954,47.73053564,2.607467527,null,null
E02006968,1.607469555,48.28938126,5.277632891,-0.075541318,null
E02001128,1.032271481,47.66182885,1.918587437,null,null
E02001322,0.688312092,48.41399322,2.504010735,null,null
E02001384,1.259454303,48.1783415,6.634766376,null,null
E02001616,0.768874764,47.69507557,1.713409393,null,null
E02002542,0.401196631,47.89850678,1.818623993,null,null
E02002679,0.922715884,48.50818491,4.669156454,null,0.891064886
E02003136,0.473589575,48.28406305,4.199762977,null,null
E02003327,0.753195438,47.87763148,6.297576608,null,null
E02003408,1.185142804,48.25916551,5.362803691,null,null
E02004388,0.255146327,47.92241957,2.345844021,-0.080772258,null
E02004449,1.108123689,48.53277552,10.36128844,0.640452101,0.071977367
E02004476,0.426080605,47.96813204,2.321243908,null,null
E02004688,0.345108908,48.36981904,2.834792714,-0.09328128,null
E02004806,0.042564537,47.6603378,1.557178291,null,null
E02006107,1.413931566,48.13400762,6.063818179,0.047606801,0.207426166
E02006408,1.089966039,48.44869874,10.06872728,null,null
E02006774,1.468096055,47.84265752,3.989316456,-0.104976387,null
E02000501,0.480618523,48.07248786,4.243435656,null,null
E02000981,2.246593427,47.65172745,9.944994326,0.557856914,null
E02001114,0.868899096,48.08047715,3.915355121,null,null
E02001285,0.31874962,48.48838902,3.940484135,null,0.309437427
E02001575,0.023851539,48.20080307,2.007376158,null,null
E02002385,1.182114726,47.92413805,7.540440353,null,null
E02002432,0.922267234,48.50550702,1.274384737,-0.225037821,null
E02002494,0.515583551,48.42146223,2.527574616,null,null
E02002577,0.979235448,48.17522047,1.584997517,null,null
E02003436,0.423564263,48.06377109,2.351583203,0.773501413,0.26627379
E02003908,1.472917566,48.04604177,7.626354648,0.956877029,0.294183333
E02004467,0.736627895,47.72506883,3.133289784,null,null
E02004527,0.492479937,47.61983265,6.551395552,4.195011821,0.804995272
E02004571,0.084908805,47.70607476,2.06486282,0.561352967,null
E02004574,0.692360073,47.84708885,3.990550731,-0.122498424,null
E02005323,0.703553745,48.18852564,2.050063217,-0.281146942,null
E02006147,0.001891529,48.00754509,1.2175039,2.048534642,-0.071041503
E02006796,1.067224279,47.63526725,7.010346208,null,null
W02000279,0.748812128,47.76310251,1.441900894,0.719853723,-0.245324254
E02000140,0.839254365,47.80187998,2.835469776,null,null
E02000466,0.492563046,48.38598714,3.010880941,0.361188904,0.356747082
E02000490,1.001089999,47.65216011,2.349855444,null,null
E02000840,1.603819258,48.40096388,3.409820374,null,null
E02000996,0.957963148,48.40064407,2.475234966,null,null
E02001216,0.405369052,48.15889877,4.700541686,null,null
E02001350,0.876834471,47.5517027,2.762306357,null,null
E02001380,0.778202839,48.04820691,1.292819946,null,null
E02001404,1.518701715,47.53152746,4.71952199,null,null
E02002450,0.232365584,48.30333538,2.987227117,null,0.046596066
E02002674,1.519353658,47.77585108,1.804428413,null,null
E02002748,0.403555208,47.89855275,1.878640294,3.549440419,0.027697412
E02003138,1.028224495,48.01405184,2.33177706,null,null
E02003689,0.061491185,48.30092607,3.109575297,0.260527975,0.053189267
E02004055,0.338117031,48.44271114,2.308449431,null,-0.145277493
E02004165,0.5688162,48.3146196,3.902109512,4.914789885,0.121366418
E02004576,0.334327886,47.65483226,3.743200693,7.228668983,0.157620029
E02005136,0.276842966,48.24691143,2.786704142,null,null
E02005146,1.229535416,48.39310516,3.256033645,null,null
E02005164,0.752682598,48.09038487,10.17850603,0.865032394,null
E02005735,0.734939296,48.10858951,1.730043612,0.08482388,null
E02006029,0.495916572,48.34468705,2.182851806,0.594482393,null
E02006728,0.234786694,48.05128155,2.137766831,0.116863136,null
E02006935,0.981092686,47.8705324,1.970651969,null,null
E02007013,0.674810272,48.37729062,3.455765479,null,-0.220013061
W02000034,0.168489826,48.40205411,2.193415751,0.813221867,0.155710791
W02000080,0.653264546,47.52869161,3.016520808,0.525483568,null
W02000198,0.679055713,47.46480372,3.233061312,0.336579624,0.610203809
W02000312,0.242069828,47.73735855,1.118647742,null,null
E02000269,0.968997738,48.13730827,4.449416548,null,null
E02000288,2.314348772,47.95977828,8.580393113,null,null
E02000522,0.683166547,47.65321441,4.066693287,null,null
E02001155,1.060265802,47.76117211,4.762024179,null,null
E02001362,0.519964118,47.45492838,0.812064205,null,null
E02001376,2.524376822,47.901047,5.148740001,null,null
E02002203,1.572512672,47.99255442,5.428628581,null,null
