AREANM,AREACD,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11
Taunton Deane,E07000190,4.60596,11.86224,12.95436,11.1288,-0.89388,-8.17536,11.86224,12.95436,11.1288,-0.89388,-8.17536
West Somerset,E07000191,7.31832,0.13596,9.43872,7.91208,14.99844,13.89924,0.13596,9.43872,7.91208,14.99844,13.89924
Cannock Chase,E07000192,25.9206,16.09188,19.905,7.85832,3.80376,-5.19396,16.09188,19.905,7.85832,3.80376,-5.19396
East Staffordshire,E07000193,11.32272,11.99676,20.47824,16.77972,10.28964,1.31604,11.99676,20.47824,16.77972,10.28964,1.31604
Lichfield,E07000194,7.64112,15.44952,14.24772,7.86864,4.9674,9.00876,15.44952,14.24772,7.86864,4.9674,9.00876
Newcastle-under-Lyme,E07000195,20.09208,22.29864,6.15516,0.00732,-4.47396,5.18616,22.29864,6.15516,0.00732,-4.47396,5.18616
South Staffordshire,E07000196,8.79192,11.54148,17.53416,10.71672,4.7238,3.57804,11.54148,17.53416,10.71672,4.7238,3.57804
Stafford,E07000197,19.923,16.6296,12.97236,1.77588,2.92584,3.60384,16.6296,12.97236,1.77588,2.92584,3.60384
Staffordshire Moorlands,E07000198,6.97644,9.37548,15.67068,12.05976,8.787,2.26848,9.37548,15.67068,12.05976,8.787,2.26848
Tamworth,E07000199,12.10896,17.31492,20.79912,6.94128,-3.70248,-12.29472,17.31492,20.79912,6.94128,-3.70248,-12.29472
Babergh,E07000200,21.01272,28.38624,20.31252,13.62708,-1.76172,-1.8852,28.38624,20.31252,13.62708,-1.76172,-1.8852
Forest Heath,E07000201,14.43708,2.65044,6.57828,-0.85428,10.49928,5.20596,2.65044,6.57828,-0.85428,10.49928,5.20596
Ipswich,E07000202,9.90516,14.6952,11.39532,4.76904,-4.58772,3.40128,14.6952,11.39532,4.76904,-4.58772,3.40128
Mid Suffolk,E07000203,10.5186,13.34976,9.18072,7.06116,-2.9184,6.70464,13.34976,9.18072,7.06116,-2.9184,6.70464
St Edmundsbury,E07000204,16.72572,19.08348,10.15764,6.33888,5.83356,0.87564,19.08348,10.15764,6.33888,5.83356,0.87564
Suffolk Coastal,E07000205,0.37392,1.43556,7.647,6.85668,10.88856,11.16444,1.43556,7.647,6.85668,10.88856,11.16444
Waveney,E07000206,5.09388,7.82544,3.9798,2.0238,1.65048,-5.20896,7.82544,3.9798,2.0238,1.65048,-5.20896
Elmbridge,E07000207,7.9128,4.02828,-0.4536,1.77204,9.80148,11.12172,4.02828,-0.4536,1.77204,9.80148,11.12172
Epsom and Ewell,E07000208,5.3508,-0.07836,4.35252,-0.70728,-6.67332,-4.10328,-0.07836,4.35252,-0.70728,-6.67332,-4.10328
Guildford,E07000209,16.02156,13.524,6.58416,7.45896,6.23544,2.54796,13.524,6.58416,7.45896,6.23544,2.54796
Mole Valley,E07000210,4.14192,13.90668,13.24416,14.9646,6.39396,-8.094,13.90668,13.24416,14.9646,6.39396,-8.094
Reigate and Banstead,E07000211,12.44112,12.06732,13.22916,9.88332,-2.88036,-7.36692,12.06732,13.22916,9.88332,-2.88036,-7.36692
Runnymede,E07000212,13.79292,8.61216,3.49428,10.42272,5.0718,2.58888,8.61216,3.49428,10.42272,5.0718,2.58888
Spelthorne,E07000213,0.95088,5.57592,4.2576,13.26216,5.05836,5.6364,5.57592,4.2576,13.26216,5.05836,5.6364
Surrey Heath,E07000214,14.6148,7.97532,9.78816,2.5068,6.4968,5.3394,7.97532,9.78816,2.5068,6.4968,5.3394
Tandridge,E07000215,8.51256,7.16964,-5.79756,-3.68496,6.60396,12.58032,7.16964,-5.79756,-3.68496,6.60396,12.58032
Waverley,E07000216,4.1106,12.46356,20.1366,11.2896,0.72996,-8.03316,12.46356,20.1366,11.2896,0.72996,-8.03316
Woking,E07000217,11.35284,8.26284,21.25908,15.05652,16.33752,-1.55532,8.26284,21.25908,15.05652,16.33752,-1.55532
North Warwickshire,E07000218,7.22544,16.67508,15.71412,12.9912,6.10068,-0.18948,16.67508,15.71412,12.9912,6.10068,-0.18948
Nuneaton and Bedworth,E07000219,14.39136,15.55752,11.09616,7.92324,-0.0216,0.71652,15.55752,11.09616,7.92324,-0.0216,0.71652
Rugby,E07000220,1.25664,15.20688,18.15624,10.5804,4.77948,-7.72128,15.20688,18.15624,10.5804,4.77948,-7.72128
Stratford-on-Avon,E07000221,15.06504,15.2664,3.73848,3.94728,1.62,-0.63168,15.2664,3.73848,3.94728,1.62,-0.63168
Warwick,E07000222,15.30768,13.9356,11.59536,7.1886,9.94092,10.06608,13.9356,11.59536,7.1886,9.94092,10.06608
Adur,E07000223,17.95644,21.42804,10.26096,3.6048,-4.07436,2.89956,21.42804,10.26096,3.6048,-4.07436,2.89956
Arun,E07000224,5.84868,13.04244,5.80452,8.1426,2.82108,0.87084,13.04244,5.80452,8.1426,2.82108,0.87084
Chichester,E07000225,19.43952,19.50684,11.53608,3.98304,-5.50656,-7.5036,19.50684,11.53608,3.98304,-5.50656,-7.5036
Crawley,E07000226,6.06552,-6.75528,5.16576,12.33108,14.53752,5.895,-6.75528,5.16576,12.33108,14.53752,5.895
Horsham,E07000227,23.271,12.20988,5.27496,-4.00284,3.68616,8.1294,12.20988,5.27496,-4.00284,3.68616,8.1294
Mid Sussex,E07000228,13.43172,16.239,6.03864,-2.21124,-7.18848,-4.03284,16.239,6.03864,-2.21124,-7.18848,-4.03284
Worthing,E07000229,0.58884,10.63008,18.56208,10.77252,10.13976,6.35796,10.63008,18.56208,10.77252,10.13976,6.35796
Bromsgrove,E07000234,11.03196,9.468,6.77484,-14.3196,-10.05144,-5.98512,9.468,6.77484,-14.3196,-10.05144,-5.98512
Malvern Hills,E07000235,7.18692,16.03644,5.39448,4.78608,0.72972,9.8562,16.03644,5.39448,4.78608,0.72972,9.8562
Redditch,E07000236,13.05516,10.911,5.328,1.31676,0.99192,8.04144,10.911,5.328,1.31676,0.99192,8.04144
Worcester,E07000237,18.8274,20.41668,13.77492,2.94708,-1.18836,0.64956,20.41668,13.77492,2.94708,-1.18836,0.64956
Wychavon,E07000238,14.76024,4.83924,11.0274,4.8276,9.18744,-0.11616,4.83924,11.0274,4.8276,9.18744,-0.11616
Wyre Forest,E07000239,8.10096,13.86756,6.9576,7.62396,2.40144,10.48416,13.86756,6.9576,7.62396,2.40144,10.48416
St Albans,E07000240,6.36156,7.58472,11.32716,17.8734,7.55508,0.76044,7.58472,11.32716,17.8734,7.55508,0.76044
Welwyn Hatfield,E07000241,5.18628,13.92732,13.57164,5.5752,2.30772,0.3786,13.92732,13.57164,5.5752,2.30772,0.3786
East Hertfordshire,E07000242,13.11924,13.1964,12.8124,6.51996,5.57376,7.7172,13.1964,12.8124,6.51996,5.57376,7.7172
Stevenage,E07000243,21.35244,26.11164,13.11468,-0.19884,-7.08492,-4.32768,26.11164,13.11468,-0.19884,-7.08492,-4.32768
Bolton,E08000001,18.98076,18.65364,11.65692,9.51444,9.6384,7.90536,18.65364,11.65692,9.51444,9.6384,7.90536
Bury,E08000002,15.67428,9.18216,8.36232,0.88116,1.0188,-1.79412,9.18216,8.36232,0.88116,1.0188,-1.79412
Manchester,E08000003,6.12408,12.95472,20.97096,20.7264,9.99708,1.1316,12.95472,20.97096,20.7264,9.99708,1.1316
Oldham ,E08000004,11.53056,19.54128,22.49184,13.63308,1.95024,-5.889,19.54128,22.49184,13.63308,1.95024,-5.889
Rochdale,E08000005,8.87484,12.03492,10.83936,10.03224,5.72976,0.8196,12.03492,10.83936,10.03224,5.72976,0.8196
Salford,E08000006,11.97828,16.21488,22.71108,14.4078,8.83248,2.718,16.21488,22.71108,14.4078,8.83248,2.718
Stockport,E08000007,15.4266,18.84756,10.65408,7.1478,1.62108,4.35816,18.84756,10.65408,7.1478,1.62108,4.35816
Tameside,E08000008,2.56248,7.72776,15.2364,17.20704,11.88696,8.41476,7.72776,15.2364,17.20704,11.88696,8.41476
Trafford,E08000009,14.6928,10.93752,9.88272,4.73256,4.82868,3.95316,10.93752,9.88272,4.73256,4.82868,3.95316
Wigan,E08000010,16.00608,15.80976,12.04908,8.1732,4.67928,2.67048,15.80976,12.04908,8.1732,4.67928,2.67048
Knowsley ,E08000011,12.2022,9.54252,5.47644,5.6568,2.46012,0.87876,9.54252,5.47644,5.6568,2.46012,0.87876
Liverpool,E08000012,13.1934,14.13096,12.08592,7.9638,4.39524,2.45592,14.13096,12.08592,7.9638,4.39524,2.45592
St. Helens,E08000013,17.44356,24.6408,18.04296,4.46172,-5.01408,-4.71888,24.6408,18.04296,4.46172,-5.01408,-4.71888
Sefton,E08000014,4.20564,2.91972,10.75728,7.93068,9.94728,4.10124,2.91972,10.75728,7.93068,9.94728,4.10124
Wirral,E08000015,16.0824,16.002,6.01308,5.88456,1.15716,3.69792,16.002,6.01308,5.88456,1.15716,3.69792
Barnsley,E08000016,13.99188,14.46876,12.78888,12.07968,2.8746,2.874,14.46876,12.78888,12.07968,2.8746,2.874
Doncaster,E08000017,16.76988,11.82144,6.54528,-1.06788,2.38488,3.77016,11.82144,6.54528,-1.06788,2.38488,3.77016
Rotherham ,E08000018,14.03052,15.16044,10.3122,4.30332,1.9482,-2.23968,15.16044,10.3122,4.30332,1.9482,-2.23968
Sheffield,E08000019,11.21592,12.12072,8.37816,6.33348,1.49136,3.86856,12.12072,8.37816,6.33348,1.49136,3.86856
Newcastle upon Tyne,E08000021,21.6876,19.05348,20.75052,7.1778,4.1718,-8.20788,19.05348,20.75052,7.1778,4.1718,-8.20788
North Tyneside,E08000022,15.32748,16.46028,10.39104,0.6714,-4.43604,-1.12452,16.46028,10.39104,0.6714,-4.43604,-1.12452
South Tyneside,E08000023,7.65984,6.7782,4.55928,5.6286,9.09012,10.12512,6.7782,4.55928,5.6286,9.09012,10.12512
Sunderland,E08000024,17.05788,16.1262,15.3432,7.81356,0.1188,-0.91428,16.1262,15.3432,7.81356,0.1188,-0.91428
Birmingham,E08000025,16.53516,13.16292,8.38944,-0.55668,-4.2108,-2.62992,13.16292,8.38944,-0.55668,-4.2108,-2.62992
Coventry,E08000026,15.45528,16.43376,13.53624,12.07584,5.53488,5.28492,16.43376,13.53624,12.07584,5.53488,5.28492
Dudley ,E08000027,17.42904,13.4874,13.19184,6.17328,1.88748,-5.39724,13.4874,13.19184,6.17328,1.88748,-5.39724
Sandwell ,E08000028,23.24268,21.858,16.8798,8.93388,5.09088,0.79728,21.858,16.8798,8.93388,5.09088,0.79728
Solihull,E08000029,25.63596,8.01156,-3.9426,-8.09088,-0.64344,3.4962,8.01156,-3.9426,-8.09088,-0.64344,3.4962
Walsall,E08000030,16.12032,19.05264,14.89248,8.6184,-5.7018,-10.06368,19.05264,14.89248,8.6184,-5.7018,-10.06368
Wolverhampton,E08000031,17.97132,12.35304,8.718,4.29468,1.16424,-2.38044,12.35304,8.718,4.29468,1.16424,-2.38044
Bradford ,E08000032,13.3194,11.87664,12.5058,5.53428,2.08356,-1.2786,11.87664,12.5058,5.53428,2.08356,-1.2786
Calderdale,E08000033,1.24152,5.41932,13.49724,17.41008,14.36412,9.52968,5.41932,13.49724,17.41008,14.36412,9.52968
Kirklees ,E08000034,11.51544,15.43512,14.32104,15.53748,7.48116,6.21576,15.43512,14.32104,15.53748,7.48116,6.21576
Leeds ,E08000035,12.66492,8.61624,10.05036,5.66316,4.16076,-0.4488,8.61624,10.05036,5.66316,4.16076,-0.4488
Wakefield,E08000036,14.64648,15.40692,11.76684,9.26484,3.35868,2.01348,15.40692,11.76684,9.26484,3.35868,2.01348
Gateshead,E08000037,6.58224,7.1244,4.62984,10.176,6.76392,2.50128,7.1244,4.62984,10.176,6.76392,2.50128
Barking and Dagenham,E09000002,12.9978,17.26656,13.44012,4.87368,-0.47652,-0.73716,17.26656,13.44012,4.87368,-0.47652,-0.73716
Barnet,E09000003,9.4842,15.177,18.97512,16.73124,8.40216,4.50036,15.177,18.97512,16.73124,8.40216,4.50036
Bexley,E09000004,11.0424,11.13564,5.2968,5.40612,-0.639,-0.63564,11.13564,5.2968,5.40612,-0.639,-0.63564
Brent ,E09000005,14.42616,12.4434,8.89992,4.40916,3.51444,4.88028,12.4434,8.89992,4.40916,3.51444,4.88028
Bromley,E09000006,11.47344,13.37484,12.5526,8.49048,5.94864,2.59812,13.37484,12.5526,8.49048,5.94864,2.59812
Camden,E09000007,23.11464,22.93728,23.53488,21.66948,18.3192,17.05344,22.93728,23.53488,21.66948,18.3192,17.05344
Croydon,E09000008,10.45956,2.96424,9.915,12.01752,14.92632,6.06324,2.96424,9.915,12.01752,14.92632,6.06324
Ealing,E09000009,2.22144,6.10152,16.03872,22.46148,20.80476,11.50044,6.10152,16.03872,22.46148,20.80476,11.50044
Enfield,E09000010,14.607,19.24692,15.7044,9.06768,-3.03612,-2.81364,19.24692,15.7044,9.06768,-3.03612,-2.81364
Greenwich,E09000011,25.46976,27.56712,19.25172,14.49792,7.1784,8.19768,27.56712,19.25172,14.49792,7.1784,8.19768
Hackney ,E09000012,23.77956,10.5858,12.91308,10.25892,13.6884,10.7028,10.5858,12.91308,10.25892,13.6884,10.7028
Hammersmith and Fulham ,E09000013,13.45296,18.32556,9.7776,13.04088,5.26572,10.25268,18.32556,9.7776,13.04088,5.26572,10.25268
Haringey,E09000014,27.04008,27.5916,25.09056,15.12336,9.12888,1.9908,27.5916,25.09056,15.12336,9.12888,1.9908
Harrow,E09000015,10.28424,5.78904,8.10204,12.42444,7.89252,5.09976,5.78904,8.10204,12.42444,7.89252,5.09976
Havering,E09000016,7.23024,6.85668,12.13992,13.86756,12.88572,6.25836,6.85668,12.13992,13.86756,12.88572,6.25836
Hillingdon,E09000017,15.64536,14.24196,17.904,9.94584,8.133,6.88176,14.24196,17.904,9.94584,8.133,6.88176
Hounslow,E09000018,16.50876,16.72164,11.952,10.299,5.22228,5.26812,16.72164,11.952,10.299,5.22228,5.26812
Islington,E09000019,22.07388,21.63984,16.22472,19.39332,12.825,18.13008,21.63984,16.22472,19.39332,12.825,18.13008
Kensington and Chelsea,E09000020,-2.82336,3.87708,8.63544,17.58756,19.07904,17.69904,3.87708,8.63544,17.58756,19.07904,17.69904
Kingston upon Thames,E09000021,14.88084,11.48388,5.30712,10.37424,4.09692,6.12132,11.48388,5.30712,10.37424,4.09692,6.12132
Lambeth ,E09000022,21.77448,21.6642,17.0424,15.14208,4.81956,4.74408,21.6642,17.0424,15.14208,4.81956,4.74408
Lewisham ,E09000023,15.8178,20.57004,20.7588,15.01272,7.82544,6.83388,20.57004,20.7588,15.01272,7.82544,6.83388
Merton,E09000024,9.28212,3.58416,2.9208,1.04592,5.1978,8.28312,3.58416,2.9208,1.04592,5.1978,8.28312
Newham ,E09000025,22.43052,16.94652,23.50392,12.52992,16.0464,10.91592,16.94652,23.50392,12.52992,16.0464,10.91592
Redbridge,E09000026,11.7438,12.34476,16.45932,11.95608,5.18916,4.46088,12.34476,16.45932,11.95608,5.18916,4.46088
Richmond upon Thames,E09000027,13.4022,8.60172,7.3716,9.66612,6.51576,6.95232,8.60172,7.3716,9.66612,6.51576,6.95232
Southwark,E09000028,16.27284,15.29208,17.57004,13.5498,10.76076,7.82784,15.29208,17.57004,13.5498,10.76076,7.82784
Sutton,E09000029,10.52808,14.43012,16.83492,11.802,5.37264,-0.48732,14.43012,16.83492,11.802,5.37264,-0.48732
Tower Hamlets,E09000030,21.18336,17.84064,17.34456,16.74708,16.9626,14.44752,17.84064,17.34456,16.74708,16.9626,14.44752
Waltham Forest,E09000031,24.06084,16.86288,18.17652,4.35384,2.96412,-2.57568,16.86288,18.17652,4.35384,2.96412,-2.57568
Wandsworth,E09000032,14.6868,14.337,10.94016,7.62288,7.73112,9.67584,14.337,10.94016,7.62288,7.73112,9.67584
Westminster,E09000033,-1.98324,-3.5802,2.58996,12.12036,16.12992,12.54372,-3.5802,2.58996,12.12036,16.12992,12.54372
Clackmannanshire,S12000005,23.99172,24.37296,16.63548,7.39332,-0.83424,-3.3072,24.37296,16.63548,7.39332,-0.83424,-3.3072
Dumfries and Galloway,S12000006,10.01328,7.94436,14.49552,8.5212,8.24004,-1.36932,7.94436,14.49552,8.5212,8.24004,-1.36932
East Ayrshire,S12000008,14.05956,17.95416,3.38556,1.2288,0.24672,9.2544,17.95416,3.38556,1.2288,0.24672,9.2544
East Lothian,S12000010,10.73652,15.90972,12.9066,11.40048,4.497,-1.61112,15.90972,12.9066,11.40048,4.497,-1.61112
East Renfrewshire,S12000011,16.94952,21.6402,14.28096,9.21036,-4.9032,7.69236,21.6402,14.28096,9.21036,-4.9032,7.69236
Na h-Eileanan Siar,S12000013,21.56364,29.12568,31.2702,15.49548,5.406,-5.0796,29.12568,31.2702,15.49548,5.406,-5.0796
Falkirk,S12000014,20.2074,10.24884,3.51744,4.18956,7.15776,6.55536,10.24884,3.51744,4.18956,7.15776,6.55536
Fife,S12000015,9.97764,10.62612,10.3212,11.3412,8.52024,5.751,10.62612,10.3212,11.3412,8.52024,5.751
Highland,S12000017,8.02476,9.47868,13.3164,19.31412,8.58984,4.57656,9.47868,13.3164,19.31412,8.58984,4.57656
Inverclyde,S12000018,2.88012,4.27152,16.51908,27.4416,21.38004,12.29028,4.27152,16.51908,27.4416,21.38004,12.29028
Midlothian,S12000019,6.74772,10.23288,6.40284,4.62792,-1.39056,8.44956,10.23288,6.40284,4.62792,-1.39056,8.44956
Moray,S12000020,7.35792,5.36388,8.862,17.08212,17.52696,10.30044,5.36388,8.862,17.08212,17.52696,10.30044
North Ayrshire,S12000021,15.08592,21.83856,8.91648,14.41584,2.33352,0.57528,21.83856,8.91648,14.41584,2.33352,0.57528
Orkney Islands,S12000023,53.21052,41.65392,9.14964,-8.2692,-8.00016,21.13536,41.65392,9.14964,-8.2692,-8.00016,21.13536
Perth and Kinross,S12000024,21.67332,17.25864,4.35792,3.03756,4.28448,8.6358,17.25864,4.35792,3.03756,4.28448,8.6358
Scottish Borders ,S12000026,8.95368,16.26228,18.77628,15.12408,2.45688,-6.67644,16.26228,18.77628,15.12408,2.45688,-6.67644
Shetland Islands,S12000027,38.46396,17.10984,9.93132,-1.51116,2.83068,-2.37852,17.10984,9.93132,-1.51116,2.83068,-2.37852
South Ayrshire,S12000028,19.56408,18.71484,16.36524,13.30608,5.94528,-1.0062,18.71484,16.36524,13.30608,5.94528,-1.0062
South Lanarkshire,S12000029,21.50388,17.80392,9.69672,4.69488,7.89012,3.9876,17.80392,9.69672,4.69488,7.89012,3.9876
Stirling,S12000030,14.98776,12.12936,7.93236,0.19752,2.41812,1.98384,12.12936,7.93236,0.19752,2.41812,1.98384
Aberdeen City,S12000033,15.07776,16.87992,10.76172,2.20128,-5.18868,-7.51296,16.87992,10.76172,2.20128,-5.18868,-7.51296
Aberdeenshire,S12000034,11.62176,10.87452,13.695,11.20452,4.22664,1.29384,10.87452,13.695,11.20452,4.22664,1.29384
Argyll and Bute,S12000035,14.4456,11.2458,17.04912,11.74896,12.16356,-9.11808,11.2458,17.04912,11.74896,12.16356,-9.11808
City of Edinburgh,S12000036,13.12884,9.60708,8.38824,7.16256,8.14584,6.05484,9.60708,8.38824,7.16256,8.14584,6.05484
Renfrewshire,S12000038,12.32844,17.70984,21.1398,13.48824,12.85668,8.30616,17.70984,21.1398,13.48824,12.85668,8.30616
West Dunbartonshire,S12000039,25.67436,18.6348,5.58984,4.68288,7.66056,6.98988,18.6348,5.58984,4.68288,7.66056,6.98988
West Lothian,S12000040,10.52028,13.3044,15.20076,12.53004,14.40888,10.17132,13.3044,15.20076,12.53004,14.40888,10.17132
Angus,S12000041,14.45688,14.184,9.97836,6.47496,5.06976,1.00896,14.184,9.97836,6.47496,5.06976,1.00896
Dundee City,S12000042,5.20812,9.42492,17.55756,16.06284,10.16952,-6.71952,9.42492,17.55756,16.06284,10.16952,-6.71952
North Lanarkshire,S12000044,17.91588,12.04476,7.47648,8.03484,5.54172,3.86424,12.04476,7.47648,8.03484,5.54172,3.86424
East Dunbartonshire,S12000045,19.39104,18.68004,12.05616,11.67516,8.32008,-2.20536,18.68004,12.05616,11.67516,8.32008,-2.20536
Glasgow City,S12000046,17.46552,17.45244,15.276,14.42148,9.39864,4.71192,17.45244,15.276,14.42148,9.39864,4.71192
Isle of Anglesey / Ynys Mon,W06000001,12.01416,18.78924,15.84924,7.63212,3.4386,2.50632,18.78924,15.84924,7.63212,3.4386,2.50632
Gwynedd / Gwynedd,W06000002,9.61308,14.79372,22.80612,19.2564,10.9194,-2.77488,14.79372,22.80612,19.2564,10.9194,-2.77488
Conwy / Conwy,W06000003,12.66312,19.77672,12.89904,10.72944,0.4764,-1.41228,19.77672,12.89904,10.72944,0.4764,-1.41228
Denbighshire / Sir Ddinbych,W06000004,9.1878,10.0374,6.7326,-3.51096,-3.9234,-8.17464,10.0374,6.7326,-3.51096,-3.9234,-8.17464
Flintshire / Sir y Fflint,W06000005,15.16044,10.24344,8.61504,0.7224,1.41324,3.30156,10.24344,8.61504,0.7224,1.41324,3.30156
Wrexham / Wrecsam,W06000006,10.9926,10.69968,12.27096,4.28076,2.96556,0.85692,10.69968,12.27096,4.28076,2.96556,0.85692
Ceredigion / Ceredigion,W06000008,-4.12956,1.11576,-2.55168,9.41112,2.52276,4.4124,1.11576,-2.55168,9.41112,2.52276,4.4124
Pembrokeshire / Sir Benfro,W06000009,18.27828,21.54912,13.22484,10.46616,-1.20012,1.44144,21.54912,13.22484,10.46616,-1.20012,1.44144
Carmarthenshire / Sir Gaerfyrddin,W06000010,20.019,13.52628,11.44824,7.40088,2.65116,0.49824,13.52628,11.44824,7.40088,2.65116,0.49824
Swansea / Abertawe,W06000011,2.18628,8.81304,5.0166,10.35948,6.9312,4.41168,8.81304,5.0166,10.35948,6.9312,4.41168
Neath Port Talbot / Castell-nedd Port Talbot,W06000012,4.04352,6.22524,2.22012,7.5888,9.75024,11.3982,6.22524,2.22012,7.5888,9.75024,11.3982
Bridgend / Pen-y-bont ar Ogwr,W06000013,10.17456,6.46428,3.20868,4.77984,3.8196,4.95156,6.46428,3.20868,4.77984,3.8196,4.95156
Vale of Glamorgan / Bro Morgannwg,W06000014,19.73148,18.282,12.06384,1.97412,-4.50072,-10.01928,18.282,12.06384,1.97412,-4.50072,-10.01928
Cardiff / Caerdydd,W06000015,18.0108,14.31888,5.83524,1.7004,2.55864,3.46728,14.31888,5.83524,1.7004,2.55864,3.46728
Rhondda Cynon Taf / Rhondda Cynon Taf,W06000016,5.03784,11.68896,5.41092,13.59204,7.67544,9.04608,11.68896,5.41092,13.59204,7.67544,9.04608
Caerphilly / Caerffili,W06000018,21.74664,16.2798,10.55808,5.56932,3.27012,2.87616,16.2798,10.55808,5.56932,3.27012,2.87616
Blaenau Gwent / Blaenau Gwent,W06000019,8.30424,1.32384,-3.7746,3.25872,9.5412,13.27524,1.32384,-3.7746,3.25872,9.5412,13.27524
Torfaen / Tor-faen,W06000020,10.39788,11.64348,4.2912,3.52776,8.53548,4.75536,11.64348,4.2912,3.52776,8.53548,4.75536
Monmouthshire / Sir Fynwy,W06000021,19.12212,4.99488,-5.70852,3.04944,9.14292,11.92512,4.99488,-5.70852,3.04944,9.14292,11.92512
Newport / Casnewydd,W06000022,7.7334,12.5706,13.13544,5.90784,3.807,4.41672,12.5706,13.13544,5.90784,3.807,4.41672
Powys / Powys,W06000023,5.2704,8.07744,10.39632,12.6774,5.80128,-3.72252,8.07744,10.39632,12.6774,5.80128,-3.72252
Merthyr Tydfil / Merthyr Tudful,W06000024,16.76172,31.05672,14.19732,9.35052,-9.08352,0.78756,31.05672,14.19732,9.35052,-9.08352,0.78756
