areacd,value,value2
E02001234,1,1.107704485
E02001235,5,2.854749665
E02001236,12,0.586483136
E02001237,13,0.219794939
E02001238,1,1.060674749
E02001239,3,1.732383781
E02001240,8,1.625684155
E02001241,1,1.570584939
E02001242,1,1.942439835
E02001243,12,2.445092808
E02001244,7,2.828968815
E02001245,10,1.651354117
E02001246,1,0.191779638
E02001247,6,0.148380184
E02001248,7,1.91634781
E02001249,2,0.1028888
E02001250,3,1.132286107
E02001251,8,0.172630759
E02001252,6,0.449394629
E02001253,6,1.780328832
E02001254,3,2.828544821
E02001255,6,1.780794462
E02001256,12,0.522875123
E02001257,7,1.937687043
E02001258,2,2.247964669
E02001259,3,2.320691611
E02001260,3,0.360977582
E02001261,8,2.387652766
E02001262,7,0.678023148
E02001263,3,2.429019309
E02001264,12,1.828250893
E02001265,12,2.120599764
E02001266,5,1.744401211
E02001267,9,1.082276214
E02001268,11,1.849701665
E02001269,4,1.774680383
E02001270,8,0.494373252
E02001271,8,1.895154195
E02001272,10,0.212189092
E02001273,3,2.744347516
E02001274,4,2.915603351
E02001275,10,2.572303583
E02001276,8,1.357905042
E02001277,8,1.198762848
E02001278,1,2.68187208
E02001279,7,0.895152734
E02001280,13,0.900601165
E02001281,2,1.543224819
E02001282,11,0.271824409
E02001283,7,2.762002576
E02001284,1,1.277643416
E02001285,12,0.449519419
E02001286,7,2.657030041
E02001287,2,2.800183377
E02001288,7,0.07935871
E02001289,4,0.745300857
E02001290,6,0.534779545
E02001291,9,0.214106185
E02001292,8,2.547435034
E02001293,10,0.453235375
E02001294,11,2.104699995
E02001295,3,2.598487977
E02001296,1,1.539666086
E02001297,13,1.386794085
E02001298,6,0.731242485
E02001299,12,2.217584903
E02001300,5,0.478641814
E02001301,10,2.231514741
E02001302,10,0.09214549
E02001303,7,2.979374469
E02001304,8,1.235063514
E02001305,1,1.875042456
E02001306,1,1.152024482
E02001307,12,0.344845643
E02001308,5,1.223108163
E02001309,2,1.912950298
E02001310,6,2.410211119
E02001311,10,0.159949949
E02001312,7,0.453091899
E02001313,5,0.099398284
E02001315,12,0.637686075
E02001317,11,2.36312706
E02001318,2,1.140999679
E02001319,12,0.128193556
E02001320,13,2.781450082
E02001321,9,1.871916647
E02001322,5,1.34578476
E02001323,2,2.446881394
E02001324,10,1.541025914
E02001325,4,0.808711028
E02001326,11,2.630806643
E02001327,9,0.597465451
E02001328,7,0.681328048
E02001329,1,1.212978792
E02001331,8,1.255828569
E02001332,5,0.500248207
E02001333,3,2.58385319
E02001334,1,0.115246273
E02001335,9,0.736184607
E02001336,4,1.167372645
E02001337,11,1.532699708
E02001338,4,1.917729233
E02001339,8,1.587705309
E02001341,5,0.180815133
E02001342,8,0.691397727
E02001343,3,0.9567801
E02001344,1,1.758604865
E02001345,6,0.316400492
E02001346,13,2.572462619
E02001347,13,2.374137978
E02001348,9,2.29419172
E02001349,11,2.352327481
E02001350,1,1.666986479
E02001351,11,2.438978246
E02001352,5,1.49139951
E02001353,10,1.000794917
E02001354,13,1.482994047
E02001355,7,0.906608912
E02001356,4,2.035225196
E02001357,3,0.349854014
E02001358,13,2.819554437
E02001359,9,1.440458601
E02001360,3,0.259615865
E02001361,4,1.66841252
E02001362,12,2.847795726
E02001363,9,0.9579111
E02001364,4,0.7420154
E02001365,10,0.486661262
E02001366,9,2.944940888
E02001367,2,1.885894927
E02001368,4,2.354200819
E02001369,2,1.095940345
E02001370,2,2.853065624
E02001371,11,0.539559072
E02001372,11,0.502705383
E02001373,5,0.712691325
E02001374,10,0.483398449
E02001375,4,2.653540553
E02001377,6,0.49238929
E02001378,1,1.712346683
E02001380,2,2.467653301
E02001381,9,0.473743992
E02001382,2,2.864637703
E02001383,7,2.617491641
E02001384,7,0.207803757
E02001385,11,2.941520876
E02001386,9,2.832543386
E02001387,13,2.167904115
E02001388,4,2.235937007
E02001389,8,0.95025416
E02001390,11,2.576583036
E02001391,13,1.478888696
E02001392,4,1.354364455
E02001393,13,0.600784496
E02001394,7,1.01468694
E02001395,13,2.298449511
E02001396,11,1.933343577
E02001397,2,2.762030636
E02001398,10,1.769284615
E02001399,4,0.389059232
E02001400,12,0.271569339
E02001401,12,0.772229569
E02001402,7,0.856690261
E02001403,7,0.914689871
E02001404,2,2.055027313
E02001405,6,2.469677931
E02001406,12,2.460275958
E02001407,1,1.762164266
E02001408,10,0.271284471
E02001409,2,2.098416539
E02001410,11,1.522314816
E02001411,5,2.610025499
E02001412,7,2.20690094
E02001413,9,2.135574753
E02001414,5,1.76507841
E02001415,11,2.904965245
E02001416,11,1.644202365
E02001417,12,0.926263923
E02001418,2,0.156027228
E02001419,4,0.839386479
E02001420,6,0.153515531
E02001422,8,1.874266866
E02001423,7,1.265235384
E02001424,13,0.595752246
E02001425,1,2.10477728
E02001426,3,2.130580036
E02001427,2,0.937772602
E02001428,2,0.761569665
E02001429,9,1.130869367
E02001430,8,1.204927096
E02001431,1,2.321720919
E02001432,11,0.705687487
E02001433,13,2.481165908
E02001434,13,0.267683804
E02001435,11,0.882980322
E02001436,5,0.700400423
E02001437,10,1.46858655
E02001438,6,0.597225088
E02001439,10,1.444931652
E02001440,10,2.927001798
E02001441,9,0.406956629
E02001442,3,0.602395616
E02001443,3,0.335849945
E02001444,11,0.761234543
E02001446,9,2.9978811
E02001447,10,1.616391877
E02001448,12,2.823578845
E02001449,13,2.710079844
E02001450,8,2.253145235
E02001451,1,1.12137622
E02001452,8,0.285903435
E02001453,3,1.097845375
E02001454,11,1.264973698
E02001455,11,2.978367654
E02001456,8,0.057975499
E02001457,10,2.829691917
E02001459,9,0.237463241
E02001460,1,2.469134418
E02001461,3,0.36670893
E02001462,9,0.992102809
E02001463,12,1.978824073
E02001464,9,0.032723526
E02001465,2,1.734236768
E02001466,5,0.158804178
E02001467,1,2.486860326
E02001468,11,2.196187705
E02001469,5,1.775230797
E02001470,5,2.358392944
E02001472,7,2.021666861
E02001473,2,1.874917208
E02001474,8,1.949149445
E02001475,10,0.770618216
E02001476,11,1.546979893
E02001477,6,2.61718457
E02001478,8,0.502019496
E02001480,5,2.79976006
E02001481,8,2.175099896
E02001482,8,1.662893465
E02001483,13,2.92718155
E02001484,10,1.402506347
E02001485,11,1.242738025
E02001486,11,0.588560347
E02001487,3,0.777631815
E02001488,6,1.415921682
E02001489,8,0.467673325
E02001490,13,2.31885027
E02001491,13,2.877164406
E02001492,10,0.999233858
E02001493,11,0.441410623
E02001494,5,1.989051383
E02001495,10,2.125949135
E02001496,9,0.962257663
E02001497,9,1.887064742
E02001498,13,1.816944065
E02001499,9,0.597518625
E02001500,11,2.607001807
E02001501,11,2.373433953
E02001502,11,1.088908072
E02001503,1,0.765178471
E02001504,2,2.799245987
E02001505,8,0.490561587
E02001506,7,1.402877422
E02001507,13,2.24851609
E02001508,5,2.794590028
E02001509,8,1.516645663
E02001511,9,0.687748927
E02001512,9,0.605347876
E02001514,2,0.912514047
E02001516,1,2.105507992
E02001519,4,0.027498194
E02001520,13,2.520765073
E02001524,1,0.235921084
E02001525,11,2.362777686
E02001526,10,2.296172156
E02001528,5,2.396923081
E02001529,12,1.973785067
E02001531,6,1.751988111
E02001532,13,0.777388277
E02001533,10,1.848140172
E02001534,4,0.524954671
E02001535,1,2.846026285
E02001540,3,1.397081536
E02001541,4,2.896976388
E02001542,12,2.825337605
E02001543,12,1.499834501
E02001544,6,1.566163367
E02001545,3,1.870275811
E02001546,8,1.452716786
E02001568,7,2.469658908
E02001569,4,2.020099195
E02001570,11,1.643264814
E02001578,1,2.374737042
E02001579,6,2.560473301
E02001580,2,0.249920932
E02001581,9,1.39917737
E02001582,6,1.460057542
E02001584,12,2.352767364
E02001585,13,0.368616938
E02001586,1,1.868401507
E02001587,1,0.766981449
E02001588,9,0.468304316
E02001589,9,0.763769228
E02001590,9,0.180262343
E02001591,1,1.750295849
E02001592,11,2.503964817
E02001593,9,1.529217746
E02001594,4,1.978531278
E02001595,8,1.91202201
E02001596,10,2.084184961
E02001598,9,1.114608804
E02001599,12,2.42132197
E02001600,4,1.775032546
E02001601,7,0.647432835
E02001602,13,0.438775917
E02001603,10,0.584985208
E02001604,9,1.939466766
E02001605,3,2.075841674
E02001606,9,1.289315611
E02001607,5,2.913764702
E02001608,11,2.203943683
E02001609,10,1.387273703
E02001610,9,2.762149212
E02001611,2,0.958642452
E02001612,4,2.37218188
E02001613,10,1.875962158
E02001614,7,2.103272439
E02001615,11,2.327801365
E02001616,8,2.385072092
E02001617,4,0.343256301
E02001618,7,0.556223976
E02001619,3,1.811890881
E02001620,13,0.922913147
E02001621,5,2.788703594
E02001622,6,0.901862237
E02001623,10,2.023652053
E02001624,3,0.742871525
E02001625,6,0.616214794
E02001626,9,1.552848714
E02001627,8,2.762938948
E02001628,4,2.66947142
E02001629,1,1.820259026
E02001630,2,0.018352899
E02001631,5,2.819381093
E02001632,9,2.86819646
E02001633,5,0.799852919
E02001634,8,0.974213426
E02001635,8,0.232891245
E02001636,6,2.658061945
E02001637,4,1.887814047
E02001639,8,0.176834581
E02001640,3,0.918258264
E02001642,4,2.781442528
E02001643,13,1.100403991
E02001646,3,0.731672867
E02001647,10,2.33106497
E02001648,4,2.709258811
E02001650,13,1.360039095
E02001651,13,0.989329404
E02001652,5,1.398769943
E02001654,6,2.208459317
E02001655,5,0.10474348
E02001656,5,1.922580428
E02001659,4,2.511150666
E02001660,9,2.551819481
E02001661,13,2.805057537
E02001662,2,0.178191509
E02001663,1,0.827818224
E02001664,7,2.085237475
E02001665,13,2.78602093
E02001666,6,2.274840878
E02001669,11,0.151150938
E02001670,1,0.330700374
E02001671,7,0.632437737
E02001672,8,1.257310716
E02001673,12,0.255966071
E02001674,13,0.937956621
E02001675,2,2.083420632
E02001676,13,2.007062573
E02001678,5,2.321059534
E02001679,4,0.021002016
E02001680,4,1.856588344
E02001681,6,2.418696081
E02001682,7,0.891700976
E02001683,1,0.894981094
E02001684,1,0.106207146
E02001685,1,0.338976792
E02001686,10,1.245108169
E02001688,3,1.745341184
E02001689,11,2.836071605
E02001690,12,0.297384963
E02001691,2,2.645627727
E02001692,8,2.880454067
E02001693,4,1.672338123
E02001694,4,2.543352074
E02001695,4,0.115476174
E02001696,4,2.833119425
E02001697,8,0.597624416
E02001698,7,1.896067813
E02001699,10,1.218786631
E02001701,13,0.570686015
E02001702,7,0.747326883
E02001703,9,2.202006015
E02001705,5,2.072553928
E02001706,1,0.386050996
E02001707,2,1.698786958
E02001708,9,0.12850005
E02001709,5,2.205564571
E02001710,12,2.835297088
E02001711,1,0.085977589
E02001712,8,0.457825036
E02001713,4,0.621809421
E02001715,13,2.764732709
E02001718,8,0.213131465
E02001719,9,1.380810145
E02001720,3,1.330215717
E02001721,1,0.564104266
E02001722,7,2.330396805
E02001723,10,1.238080543
E02001724,4,0.220602876
E02001726,2,1.907517859
E02001727,7,2.481983622
E02001728,6,1.375704561
E02001729,10,1.579433609
E02001730,2,2.461513618
E02001733,4,1.398663535
E02001734,8,2.17367074
E02001735,1,0.386925688
E02001737,13,0.03060637
E02001738,2,2.993036669
E02001739,5,1.337384191
E02001740,3,2.890942165
E02001741,10,1.811489085
E02001743,3,2.242672955
E02001744,11,0.467426775
E02001745,10,0.495191417
E02001746,13,1.729373783
E02001747,3,2.22495567
E02001748,9,2.654440285
E02001750,6,2.6575892
E02001751,11,2.282983189
E02001752,2,0.492464981
E02001754,10,1.649164543
E02001756,9,0.731448468
E02001759,4,1.066446635
E02001760,11,0.440016201
E02001761,10,0.904750923
E02001763,4,1.028922881
E02001764,12,2.864680843
E02001765,12,1.664207075
E02001766,9,0.545083177
E02001767,3,2.409317012
E02001768,13,2.130369916
E02001769,5,2.657945379
E02001770,2,2.741651102
E02001772,3,2.8064975
E02001773,10,0.325465013
E02001774,1,1.836003353
E02001775,13,1.144136936
E02001776,5,2.453372148
E02001777,5,0.349489839
E02001778,2,0.593003004
E02001779,3,1.636960969
E02001780,11,2.137933561
E02001782,9,1.166772391
E02001783,7,1.027233595
E02001784,5,1.180746284
E02001786,4,1.324614823
E02001787,7,1.405918916
E02001788,3,0.607154876
E02001790,6,1.74944452
E02001791,12,0.029879924
E02001792,2,1.59984629
E02001793,6,1.308372997
E02001794,1,2.676309489
E02001795,8,0.9225912
E02001796,6,1.625188698
E02001797,9,2.950446401
E02001798,6,1.280457866
E02001800,1,2.094736229
E02001801,10,0.750490679
E02001802,3,2.740650635
E02001803,4,0.132397884
E02001804,12,1.874956726
E02001805,5,0.172158567
E02001806,3,0.565043517
E02001807,12,0.309555341
E02001808,5,0.83913499
E02001809,10,1.869450699
E02001810,1,2.976405033
E02001811,8,1.669081024
E02001812,12,2.648006578
E02001813,8,1.681235753
E02001814,12,1.234799088
E02001815,9,1.472427738
E02001816,8,0.911786022
E02001817,1,0.165803995
E02001818,4,2.103840276
E02001819,11,2.046470094
E02001820,10,2.634374637
E02001821,2,1.44058839
E02001822,4,0.042738249
E02001823,8,0.640760739
E02001824,6,1.551272634
E02001825,12,1.51483897
E02001826,5,2.5109691
E02001827,2,2.315216153
E02001828,1,2.33887284
E02001829,11,2.637814524
E02001830,9,2.929480793
E02001831,1,1.074047431
E02001832,2,2.393082583
E02001833,7,0.443376071
E02001835,4,1.884606212
E02001836,5,1.654591773
E02001837,11,1.718233241
E02001838,8,0.814156327
E02001839,9,2.988188174
E02001840,4,1.674925913
E02001841,2,1.023419349
E02001842,7,2.041818446
E02001843,1,2.78083651
E02001844,6,0.764782794
E02001845,9,2.653942075
E02001846,7,2.113507715
E02001847,6,2.923330907
E02001848,2,2.292783591
E02001849,4,1.007651442
E02001850,9,0.961018892
E02001851,1,0.127339848
E02001852,7,1.859535713
E02001854,13,1.025437448
E02001855,1,0.723611179
E02001856,7,0.6399815
E02001857,4,1.254085776
E02001858,12,0.590446674
E02001859,1,1.625150827
E02001860,6,2.948526008
E02001861,13,1.640567265
E02001862,3,1.663658178
E02001863,7,1.149762546
E02001864,10,2.473160485
E02001865,13,2.359429758
E02001866,8,0.103661995
E02001867,11,0.263533878
E02001868,3,0.451311706
E02001869,11,2.750035325
E02001870,10,0.379047142
E02001871,3,1.58802752
E02001872,10,1.049770301
E02001873,9,2.101052997
E02001874,13,0.485797786
E02001875,7,0.703006812
E02001876,13,2.291384721
E02001877,6,0.283552201
E02001878,3,0.998371121
E02001879,5,1.632654667
E02001880,11,0.367108102
E02001881,13,1.8850984
E02001882,11,1.710475318
E02001883,4,1.024114254
E02001884,12,0.253708749
E02001888,11,0.909904243
E02001889,5,1.362783271
E02001890,13,1.703829279
E02001892,12,1.040645019
E02001893,13,2.304545291
E02001895,11,1.994651628
E02001896,10,1.496704494
E02001897,13,2.473202017
E02001898,6,1.352707202
E02001900,5,0.783065013
E02001901,11,0.040384601
E02001902,9,0.556574326
E02001903,5,0.196021801
E02001904,6,0.454221096
E02001907,3,2.80335767
E02001908,7,0.303583834
E02001909,7,1.854015175
E02001910,6,0.494771397
E02001911,2,0.747302177
E02001913,9,1.737476591
E02001915,8,1.023055617
E02001916,5,0.752748636
E02001918,6,1.345501061
E02001919,7,1.688752623
E02001923,3,2.164501682
E02001924,4,0.483838117
E02001927,12,0.266083806
E02001929,8,1.92874973
E02001933,11,2.647037828
E02001934,13,2.815231763
E02001935,4,0.665717628
E02001936,2,2.486640962
E02001937,11,2.944072149
E02001938,4,2.298816657
E02001939,9,2.374490255
E02001941,13,1.360489212
E02001942,5,0.651896316
E02001943,10,0.673302815
E02001944,2,2.840428371
E02001945,9,2.088789861
E02001946,7,1.683976818
E02001947,8,2.081237335
E02001948,1,0.193222293
E02001949,4,1.612863849
E02001950,13,2.934629195
E02001951,10,0.492625366
E02001952,5,1.949070165
E02001953,7,0.460386332
E02001954,12,1.87861419
E02001955,5,0.841760605
E02001956,10,0.040943112
E02001957,11,0.801361833
E02001958,12,0.132615835
E02001959,10,1.5386666
E02001961,1,2.564400884
E02001962,3,0.054910681
E02001963,3,2.240121854
E02001964,8,2.707267799
E02001966,13,1.385440208
E02001967,1,2.308336264
E02001968,3,2.132609253
E02001969,11,0.443266125
E02001970,5,1.073030247
E02001971,2,1.769885522
E02001972,4,2.963065177
E02001973,7,2.671551753
E02001974,4,0.902178076
E02001975,11,0.317310392
E02001976,9,2.614709848
E02001977,6,2.789921952
E02001978,7,2.20237055
E02001979,10,1.347846692
E02001980,8,1.600359778
E02001981,7,1.977142306
E02001982,11,1.035248138
E02001983,1,0.414483931
E02001984,1,2.39482603
E02001985,8,1.787311827
E02001986,1,1.828796956
E02001987,11,2.653617866
E02001988,9,0.943565691
E02001989,13,0.867642085
E02001990,13,0.249146818
E02001991,2,2.134069586
E02001992,12,2.669451993
E02001993,3,1.010046111
E02001994,4,0.841455635
E02001995,8,1.812416961
E02001996,13,2.004268948
E02001997,5,1.207239696
E02001998,13,0.461893544
E02001999,6,2.342809291
E02002000,13,1.303300564
E02002001,3,1.310207394
E02002002,1,0.508723306
E02002003,1,1.141075659
E02002007,3,1.649647953
E02002015,1,0.337160741
E02002043,7,1.546157474
E02002044,12,1.463907301
E02002045,8,1.020189917
E02002046,12,1.167488543
E02002047,3,2.844399879
E02002049,1,2.106306107
E02002052,13,2.358185188
E02002053,2,1.801133158
E02002054,3,2.647369277
E02002055,1,1.553765728
E02002059,8,1.448265344
E02002060,1,0.274301284
E02002061,3,0.429134667
E02002062,5,1.570618797
E02002065,11,1.668932368
E02002067,13,2.725123448
E02002068,5,1.897467501
E02002070,12,0.903541048
E02002071,8,0.718327226
E02002072,10,0.008027365
E02002078,7,0.974493875
E02002082,7,1.326863758
E02002083,8,1.858826818
E02002084,10,2.428270737
E02002085,1,2.09223913
E02002086,9,2.209259197
E02002087,1,2.483497964
E02002088,3,2.134646687
E02002089,8,2.25271226
E02002090,1,0.235846949
E02002091,3,0.92907562
E02002092,6,2.122012753
E02002093,1,2.074955115
E02002094,1,0.391193122
E02002095,6,2.229528272
E02002096,5,2.179635763
E02002097,8,1.70944008
E02002098,12,1.707886796
E02002099,1,1.411333993
E02002101,10,0.249714095
E02002102,13,1.225416842
E02002103,12,2.388923809
E02002104,11,2.285468244
E02002105,12,1.173408164
E02002106,4,0.38983693
E02002107,9,2.715289504
E02002108,4,2.225047658
E02002109,8,1.446507116
E02002110,6,2.371033182
E02002111,4,0.373647113
E02002112,8,0.041967865
E02002113,12,2.75131621
E02002114,6,2.32449898
E02002115,9,0.653978278
E02002116,11,1.177469623
E02002117,12,1.790568332
E02002118,6,2.247715468
E02002119,1,1.506908369
E02002120,9,1.873664674
E02002121,7,2.149567979
E02002122,7,2.440142075
E02002123,2,0.071746281
E02002124,7,2.898808536
E02002125,13,2.244702564
E02002126,3,0.973068743
E02002127,5,0.894918666
E02002128,11,0.037121745
E02002129,3,0.144965056
E02002130,5,1.135230784
E02002131,10,0.625612181
E02002132,6,2.366293765
E02002133,7,2.450325739
E02002134,2,0.818089256
E02002135,13,1.435485113
E02002136,8,0.425370548
E02002137,7,1.495441858
E02002138,13,2.060918415
E02002139,1,1.379924506
E02002140,13,1.123681195
E02002141,9,0.913195662
E02002142,10,0.999455069
E02002143,4,2.634223503
E02002144,9,1.440476039
E02002145,1,1.08020206
E02002146,10,0.130198693
E02002147,6,1.360034476
E02002148,2,2.350877695
E02002149,4,0.023569375
E02002150,2,2.381465545
E02002151,12,1.919806001
E02002152,2,0.032423494
E02002153,11,0.817029153
E02002154,8,2.429985376
E02002155,7,2.153067258
E02002156,9,0.806543213
E02002157,12,0.853345996
E02002158,4,2.56903192
E02002159,8,0.281438004
E02002160,3,1.235849345
E02002161,10,1.527106282
E02002162,1,1.657086288
E02002163,9,1.766418207
E02002164,3,1.18069565
E02002165,11,2.642545864
E02002166,8,2.866482778
E02002168,12,2.172144983
E02002169,10,0.825453453
E02002170,12,0.340577242
E02002171,5,0.020405023
E02002175,7,1.651601335
E02002176,1,0.325145787
E02002177,10,0.532299117
E02002178,11,0.715947576
E02002179,8,2.786674017
E02002180,11,1.355192215
E02002182,5,0.302401028
E02002183,12,1.080033061
E02002184,13,0.985302122
E02002185,4,2.769555611
E02002186,1,0.915534206
E02002187,8,1.303396571
E02002188,6,1.638368522
E02002189,6,0.28985613
E02002190,4,0.14682527
E02002191,7,2.125323464
E02002192,10,2.24914693
E02002193,2,1.872199976
E02002194,12,0.077181707
E02002196,3,1.029699114
E02002197,9,0.955803238
E02002198,5,0.506277024
E02002199,9,0.30689668
E02002200,2,0.193999819
E02002201,12,2.402818552
E02002202,5,2.930471464
E02002203,9,1.756291309
E02002204,13,2.94810515
E02002205,7,1.303328157
E02002207,11,2.783086528
E02002208,8,2.08393478
E02002211,11,1.86374952
E02002212,10,0.395067074
E02002213,9,0.147857618
E02002216,11,1.101059477
E02002217,12,0.990759753
E02002221,2,2.255985321
E02002222,2,1.93276753
E02002224,7,0.87289959
E02002225,2,0.796305924
E02002241,12,2.60960607
E02002247,4,1.754331682
E02002256,6,2.336497287
E02002265,4,1.436987653
E02002321,4,1.261439483
E02002324,9,1.012277519
E02002327,6,1.677108431
E02002328,6,0.772358507
E02002329,8,1.186668516
E02002331,8,2.64473946
E02002332,3,2.365818693
E02002333,13,1.467146542
E02002334,7,1.077237036
E02002335,2,1.404228436
E02002337,7,1.478700903
E02002338,12,2.0475929
E02002339,13,1.9689529
E02002341,6,1.289329435
E02002348,8,0.576420847
E02002349,5,0.749376133
E02002350,1,0.57120425
E02002351,2,0.571140354
E02002352,6,0.178649748
E02002353,8,2.75681804
E02002354,8,0.995539261
E02002356,4,2.487342881
E02002357,3,0.144995069
E02002361,6,0.087743529
E02002362,6,1.876776411
E02002363,4,2.489300824
E02002364,10,2.105496089
E02002366,12,0.665617439
E02002367,1,1.549972893
E02002371,4,1.646707973
E02002373,9,2.624061512
E02002374,5,2.135925644
E02002376,3,0.971329906
E02002382,13,2.738445468
E02002383,6,2.877789309
E02002387,11,0.00227775
E02002388,8,1.194241068
E02002389,11,0.685695675
E02002390,11,2.202454931
E02002395,6,0.407359322
E02002397,1,1.510656791
E02002398,3,0.658553435
E02002399,6,1.02133697
E02002402,6,0.612468389
E02002403,2,2.594665795
E02002404,7,2.144203274
E02002405,6,2.497088975
E02002407,2,2.544087228
E02002408,4,1.533348394
E02002409,8,1.817823786
E02002410,2,1.822319451
E02002411,4,2.262894571
E02002414,11,0.792502101
E02002416,1,2.819146453
E02002417,2,2.723401067
E02002418,11,2.289699578
E02002422,7,1.455148258
E02002423,3,0.837998283
E02002424,5,2.768205095
E02002425,11,1.10690014
E02002426,5,2.15382116
E02002427,9,2.910484779
E02002429,4,2.811777143
E02002430,1,0.227048456
E02002431,10,2.640511807
E02002432,12,1.712255372
E02002434,10,2.732069019
E02002435,13,2.844928197
E02002436,4,0.490596659
E02002439,5,2.250392363
E02002440,6,1.436598275
E02002441,1,0.37551983
E02002442,7,0.71459554
E02002445,5,2.153203384
E02002446,11,2.017168073
E02002447,10,0.802551653
E02002449,4,0.584367462
E02002451,9,2.756612699
E02002452,4,2.54594718
E02002453,11,0.68819004
E02002454,12,1.785965297
E02002455,5,0.149606689
E02002457,13,1.702680616
E02002460,9,1.364672757
E02002461,6,0.564248649
E02002469,8,0.704567443
E02002478,9,2.864156727
E02002483,8,0.459231824
E02002484,13,0.880048815
E02002485,4,0.329356729
E02002487,1,2.913713584
E02002488,4,2.564233572
E02002489,8,1.339308628
E02002490,1,2.610596685
E02002491,7,2.719008753
E02002492,7,2.685684532
E02002493,4,2.113027874
E02002494,4,2.665672479
E02002496,1,0.518323811
E02002497,7,2.53750073
E02002498,3,1.026211151
E02002499,12,2.142929633
E02002500,4,2.464904554
E02002501,8,1.824039359
E02002502,1,0.21141083
E02002503,2,0.200441669
E02002504,2,1.139235338
E02002505,2,1.890228417
E02002506,1,0.590268305
E02002507,2,2.173045314
E02002508,4,1.152049568
E02002509,7,0.539860123
E02002512,3,1.644603254
E02002513,6,2.603187926
E02002514,10,2.950365196
E02002515,10,0.966745498
E02002516,4,0.872119529
E02002517,10,2.759431588
E02002518,3,0.893587681
E02002519,3,1.296115186
E02002520,5,1.960172941
E02002521,3,2.470798504
E02002523,12,0.875775283
E02002525,3,0.816936058
E02002526,5,0.124698325
E02002527,4,1.442624613
E02002532,8,2.153156845
E02002533,7,2.36716355
E02002535,7,0.641329992
E02002536,13,2.201015912
E02002537,2,0.926140693
E02002538,3,2.072640559
E02002539,8,0.513858588
E02002542,11,0.028621659
E02002543,4,0.533282134
E02002544,12,0.114285926
E02002545,2,1.206527109
E02002546,8,2.815903939
E02002548,12,2.759034796
E02002549,9,1.581724762
E02002550,9,0.243336724
E02002551,2,0.741277908
E02002552,13,2.47233464
E02002553,8,2.020714708
E02002554,12,0.141980815
E02002555,2,1.04487215
E02002556,13,0.537983761
E02002557,13,2.006931448
E02002558,2,0.956980371
E02002559,8,1.917505575
E02002560,13,1.681660599
E02002561,8,0.795372622
E02002562,8,0.890064429
E02002563,13,0.212592397
E02002564,7,0.89959492
E02002565,13,0.965591678
E02002566,13,0.814027341
E02002567,8,1.707240688
E02002568,10,1.246529112
E02002569,13,2.730891685
E02002570,3,0.644346069
E02002571,3,2.861579724
E02002572,7,0.487435983
E02002573,8,2.336197596
E02002574,9,1.495010072
E02002575,13,0.237543559
E02002576,13,0.646585604
E02002577,11,0.184223398
E02002578,8,1.704977801
E02002579,11,2.917802849
E02002580,3,2.87369796
E02002581,13,0.917607506
E02002582,4,0.082047615
E02002583,13,2.380014491
E02002584,9,0.529677664
E02002585,6,2.627940814
E02002586,12,2.070641997
E02002587,2,1.972394493
E02002588,13,1.294618571
E02002589,10,0.344616878
E02002590,4,1.357438195
E02002591,9,0.296219744
E02002592,11,2.924264443
E02002593,7,2.020132905
E02002594,10,0.844085523
E02002595,3,0.730458832
E02002597,10,0.245963067
E02002598,10,0.508692975
E02002599,13,2.442654839
E02002600,6,1.38045839
E02002601,4,1.721783945
E02002602,12,0.721816805
E02002603,7,0.150628051
E02002604,6,0.021224001
E02002605,3,1.382798389
E02002606,4,2.127535944
E02002607,3,0.664065313
E02002608,6,1.018242907
E02002609,9,2.387854546
E02002610,4,1.268867891
E02002611,9,1.731770055
E02002613,3,2.340202998
E02002614,7,0.138195347
E02002615,4,0.729875157
E02002616,3,0.541727151
E02002618,13,1.895479544
E02002619,2,2.501619812
E02002620,4,1.517953625
E02002621,8,1.735987517
E02002622,9,1.722566585
E02002623,2,2.710414525
E02002624,4,1.787583336
E02002625,5,2.770196625
E02002626,9,2.255995323
E02002628,13,0.643407674
E02002630,7,1.649122469
E02002631,5,0.10382015
E02002632,3,1.793695128
E02002633,12,2.077678815
E02002634,4,2.549967668
E02002635,9,1.181779365
E02002636,13,1.097268197
E02002637,7,0.935900009
E02002638,10,0.91821747
E02002639,12,0.239940088
E02002640,13,1.394850457
E02002641,2,2.948412268
E02002642,1,2.749131431
E02002643,5,1.285470935
E02002644,1,0.42457771
E02002646,3,0.147765797
E02002647,12,1.328283989
E02002648,7,2.698841363
E02002649,2,0.487697027
E02002650,12,2.639699165
E02002651,6,0.514596069
E02002652,6,1.262018136
E02002654,8,2.240053657
E02002655,6,2.684293838
E02002656,1,0.435277109
E02002657,3,0.947252533
E02002658,6,0.857961314
E02002659,10,0.382888157
E02002660,11,2.030704987
E02002661,5,0.793960043
E02002662,9,0.302046149
E02002665,4,0.739330328
E02002666,5,1.502675597
E02002669,11,1.331129647
E02002670,1,1.78846972
E02002671,13,1.505585792
E02002672,9,0.688749178
E02002673,3,0.971762812
E02002676,12,0.734600377
E02002678,10,1.975587461
E02002679,9,1.229446217
E02002681,7,2.913992152
E02002682,11,2.143745725
E02002684,8,0.568310128
E02002685,11,1.691583478
E02002686,7,2.199881627
E02002687,7,1.980840814
E02002688,1,2.425275357
E02002689,3,1.350216911
