MSOA11CD,07/03/2020,14/03/2020,05/03/2020,28/03/2020,04/04/2020,11/04/2020,18/04/2020,25/04/2020,02/05/2020,09/05/2020,16/05/2020,23/05/2020,30/05/2020,13/06/2020
E02001674,,,4,4,4,4,1.41,,,,,,,
E02001675,,,4,4,4,4,1.41,,,,,,,
E02001676,,4,4,4,4,4,1.41,,,,,,,
E02001678,,4,4,4,4,4,1.41,,,,,,,
E02001679,,4,4,4,4,4,1.41,,,,,,,
E02001680,,4,4,4,4,4,1.41,,,,,,,
E02001681,,4,4,4,4,4,1.41,,,,,,,
E02001682,,3,3,3,3,3,1,,,,,,,
E02001683,,3,3,3,3,3,1,,,,,,,
E02001684,,3,,,3,3,1,,,,,,,
E02001685,,3,3,3,3,3,1,,,,,,,
E02001686,,3,3,3,3,3,1,,,,,,,
E02001688,,3,3,,3,3,1,,,,,,,
E02001689,,3,,,3,3,1,,,,,,,
E02001130,,3,3,3,3,3,1,,,,,,,
E02001131,,3,,,3,3,1,,,,,,,
E02001132,,3,,,3,3,1,,,,,,,
E02001133,,3,,,3,3,1,,,,,,,
E02001134,,3,3,3,3,3,1,,,,,,,
E02001135,,3,,,3,3,1,,,,,,,
E02001136,,3,,,3,3,1,,,,,,,
E02001137,,3,,,3,3,1,,,,,,,
E02001138,,3,3,3,3,3,1,,,,,,,
E02001139,,3,,,3,3,1,,,,,,,
E02001700,,3,3,3,3,3,1,,,,,,,
E02001701,,3,,,3,3,1,,,,,,,
E02001702,,3,,,3,3,1,,,,,,,
E02001703,,3,3,3,3,3,1,,,,,,,
E02001704,,3,,,3,3,1,,,,,,,
E02001705,,3,3,3,3,3,1,,,,,,,
E02001706,,3,,,3,3,1,,,,,,,
E02001707,,3,,,3,3,1,,,,,,,
E02001708,,3,,,3,3,1,,,,,,,
E02001709,,3,,,3,3,1,,,,,,,
E02001710,,3,,,3,3,1,,,,,,,
E02001711,,3,3,,3,3,1,,,,,,,
E02001712,,3,,,3,3,1,,,,,,,
E02001713,,3,,,3,3,1,,,,,,,
E02001714,,3,,,3,3,1,,,,,,,
E02001715,,3,,,3,3,1,,,,,,,
E02001718,,3,3,,3,3,1,,,,,,,
E02001719,,3,,,3,3,1,,,,,,,
E02001720,,3,,,3,3,1,,,,,,,
E0200175,,3,3,3,3,3,1,,,,,,,
E0200173,,3,3,3,3,3,1,,,,,,,
E02001723,,3,3,,3,3,1,,,,,,,
E02001724,,3,,,3,3,1,,,,,,,
E02001725,,3,,,3,3,1,,,,,,,
E0200174,,3,3,,3,3,1,,,,,,,
E02001727,,3,,,3,3,1,,,,,,,
E02001728,,3,3,3,3,3,1,,,,,,,
E0200176,,3,,,3,3,1,,,,,,,
E02001730,,3,,,3,3,1,,,,,,,
E02001731,,3,,,3,3,1,,,,,,,
E02001732,,3,3,3,3,3,1,,,,,,,
E02001733,,3,,,3,3,1,,,,,,,
E02001734,,3,3,3,3,3,1,,,,,,,
E02001735,,3,,,3,3,1,,,,,,,
E02001736,,3,3,,3,3,1,,,,,,,
E02001737,,3,,,3,3,1,,,,,,,
E02001738,,,,,3,3,1,,,,,,,
E02001739,,,,,3,3,1,,,,,,,
E02001740,,,,,3,3,1,,,,,,,
E02001741,,,,,3,3,1,,,,,,,
E02001742,,,,,3,3,1,,,,,,,
E02001743,,,,,3,3,1,,,,,,,
E02001744,,,,,3,3,1,,,,,,,
E02001745,,,,,3,3,1,,,,,,,
E02001746,,,,,3,3,1,,,,,,,
E02001747,,,,,3,3,1,,,,,,,
E02001748,,,,,3,3,1,,,,,,,
E02001749,,,,,3,3,1,,,,,,,
E02001750,,,,,3,3,1,,,,,,,
E02001751,,,,,3,3,1,,,,,,,
E02001752,,,,,3,3,1,,,,,,,
E02001753,,,,,3,3,1,,,,,,,
E02001754,,,,,3,3,1,,,,,,,
E02001755,,,,,3,3,1,,,,,,,
E02001756,,,,,3,3,1,,,,,,,
E02001757,,,,,3,3,1,,,,,,,
E02001758,,,,,3,3,1,,,,,,,
E02001759,,,,,3,3,1,,,,,,,
E02001760,,,,,3,3,1,,,,,,,
E02001761,,,,,3,3,1,,,,,,,
E02001762,,,,,3,3,1,,,,,,,
E02001763,,,,,3,3,1,,,,,,,
E02001764,,,,,3,3,1,,,,,,,
E02001765,,,,,3,3,1,,,,,,,
E02001766,,,,,3,3,1,,,,,,,
E02001767,,,,,3,3,1,,,,,,,
E02001768,,,,,3,3,1,,,,,,,
E02001713,,,,,3,3,1,,,,,,,
E02001770,,,,,3,3,1,,,,,,,
E02001771,,,,,3,3,1,,,,,,,
E02001772,,,,,3,3,1,,,,,,,
E02001773,,,,,3,3,1,,,,,,,
E02001774,,,,,3,3,1,,,,,,,
E02001775,,,,,3,3,1,,,,,,,
E02001776,,,,,3,3,1,,,,,,,
E02001777,,3,,,3,3,1,,,,,,,
E02001778,,,,,3,3,1,,,,,,,
E02001779,,,,,3,3,1,,,,,,,
E02001780,,,,,3,3,1,,,,,,,
E02001781,,,,,3,3,1,,,,,,,
E02001782,,3,,,3,3,1,,,,,,,
E02001783,,,,,3,3,1,,,,,,,
E02001784,,,,,3,3,1,,,,,,,
E02001785,,,,,3,3,1,,,,,,,
E02001786,,,,,3,3,1,,,,,,,
E02001787,,,,,3,3,1,,,,,,,
E02001788,,,,,3,3,1,,,,,,,
E02001789,,,,,3,3,1,,,,,,,
E02001790,,,,,3,3,1,,,,,,,
E02001791,,,,,3,3,1,,,,,,,
E02001792,,,,,3,3,1,,,,,,,
E02001793,,3,,,3,3,1,,,,,,,
E02001794,,,,,3,3,1,,,,,,,
E02001795,,,,,3,3,1,,,,,,,
E02001796,,,,,3,3,1,,,,,,,
E02001797,,3,,,3,3,1,,,,,,,
E02001798,,3,,,3,3,1,,,,,,,
E02001799,,3,,,3,3,1,,,,,,,
E02001800,,3,,,3,3,1,,,,,,,
E02001801,,,,,3,3,1,,,,,,,
E02001802,,3,,,3,3,1,,,,,,,
E02001803,,,,,3,3,1,,,,,,,
E02001804,,3,,,3,3,1,,,,,,,
E02001805,,3,,,3,3,1,,,,,,,
E02001806,,,,,3,3,1,,,,,,,
E02001807,,3,,,3,3,1,,,,,,,
E02001808,,,,,3,3,1,,,,,,,
E02001809,,3,,,3,3,1,,,,,,,
E02001810,,3,,,3,3,1,,,,,,,
E02001811,,3,,,3,3,1,,,,,,,
E02001812,,,,,3,3,1,,,,,,,
E02001813,,3,,,3,3,1,,,,,,,
E02001814,,,,,3,3,1,,,,,,,
E02001815,,3,,,3,3,1,,,,,,,
E02001816,,3,,,3,3,1,,,,,,,
E02001817,,3,,,3,3,1,,,,,,,
E02001818,,,,,3,3,1,,,,,,,
E02001819,,3,,,3,3,1,,,,,,,
E02001820,,3,,,3,3,1,,,,,,,
E0200185,,3,,,3,3,1,,,,,,,
E0200183,,3,,,3,3,1,,,,,,,
E02001823,,3,,,3,3,1,,,,,,,
E02001824,,3,,,3,3,1,,,,,,,
E02001825,,3,,,3,3,1,,,,,,,
E0200184,,3,,,3,3,1,,,,,,,
E02001827,,4,4,4,,,,,,,,,,
E02001828,,4,4,4,,,,,,,,,,
E0200186,,4,4,4,,,,,,,,,,
E02001830,,4,4,4,,,,,,,,,,
E02001831,,4,4,4,,,,,,,,,,
E02001832,,4,4,4,,,,,,,,,,
E02001833,,4,4,4,,,,,,,,,,
E02001834,,4,4,4,,,,,,,,,,
E02001835,,4,4,4,,,,,,,,,,
E02001836,,4,4,4,,,,,,,,,,
E02001837,,4,4,4,,,,,,,,,,
E02001838,,4,4,4,,,,,,,,,,
E02001839,,4,4,4,,,,,,,,,,
E02001840,,4,4,4,,,,,,,,,,
E02001841,,4,4,4,,,,,,,,,,
E02001842,,4,4,4,,,,,,,,,,
E02001843,,4,4,4,,,,,,,,,,
E02001844,,4,4,4,,,,,,,,,,
E02001845,,4,4,4,,,,,,,,,,
E02001846,,4,4,4,,,,,,,,,,
E02001847,,4,4,4,,,,,,,,,,
E02001848,,4,4,4,,,,,,,,,,
E02001849,,4,4,4,,,,,,,,,,
E02001850,,4,4,4,,,,,,,,,,
E02001851,,4,4,4,,,,,,,,,,
E02001852,,4,4,4,,,,,,,,,,
E02001854,,4,4,4,,,,,,,,,,
E02001855,,4,4,4,,,,,,,,,,
E02001856,,4,4,4,,,,,,,,,,
E02001857,,4,4,4,,,,,,,,,,
E02001858,,4,4,4,,,,,,,,,,
E02001859,,4,4,4,,,,,,,,,,
E02001860,,4,4,4,,,,,,,,,,
E02001861,,4,4,4,,,,,,,,,,
E02001862,,4,4,11,,,,,,,,,,
E02001863,,4,4,4,,,,,,,,,,
E02001864,,4,4,4,,,,,,,,,,
E02001865,,4,4,4,,,,,,,,,,
E02001866,,4,4,4,,,,,,,,,,
E02001867,,4,4,4,,,,,,,,,,
E02001868,,4,4,4,,,,,,,,,,
E02001813,,4,4,4,,,,,,,,,,
E02001870,,4,4,4,,,,,,,,,,
E02001871,,4,4,4,,,,,,,,,,
E02001872,,,4,4,,,,,,,,,,
E02001873,,4,4,,,,,,,,,,,
E02001874,,4,4,4,,,,,,,,,,
E02001875,,4,4,4,,,,,,,,,,
E02001876,,4,4,4,,,,,,,,,,
E02001877,,4,4,4,,,,,,,,,,
E02001878,,4,4,4,,,,,,,,,,
E02001879,,4,4,,,,,,,,,,,
E02001880,,,4,4,,,,,,,,,,
E02001881,,,4,4,,,,,,,,,,
E02001882,,,4,4,,,,,,,,,,
E02001883,,,4,4,,,,,,,,,,
E02001884,,,4,4,,,,,,,,,,
E02001886,,,,2,,,,,,,,,,
E02001888,,,4,4,,,,,,,,,,
E02001889,,,4,4,,,,,,,,,,
E02001890,,,,2,,,,,,,,,,
E02001892,,,4,4,,,,,,,,,,
E02001893,,,4,4,,,,,,,,,,
E02001895,,,4,4,,,,,,,,,,
E02001896,,,4,4,,,,,,,,,,
E02001897,,,4,,,,,,,,,,,
E02001898,,,4,4,,,,,,,,,,
E02001899,,,,2,,,,,,,,,,
E02001900,,,,2,,,,,,,,,,
E02001901,,,,2,,,,,,,,,,
E02001902,,,4,4,,,,,,,,,,
E02001903,,,4,2,,,,,,,,,,
E02001904,,,4,4,,,,,,,,,,
E02001905,,,,2,,,,,,,,,,
E02001906,,,,2,,,,,,,,,,
E02001907,,,4,4,,,,,,,,,,
E02001908,,,4,2,,,,,,,,,,
E02001909,,,,2,,,,,,,,,,
E02001910,,,,2,,,,,,,,,,
E02001911,,,,2,,,,,,,,,,
E02001913,,,,2,,,,,,,,,,
E02001914,,,,2,,,,,,,,,,
E02001915,,,4,,,,,,,,,,,
E02001916,,,4,2,,,,,,,,,,
E02001918,,,,2,,,,,,,,,,
E02001919,,,,2,,,,,,,,,,
E02001920,,,2,2,,,,,,,,,,
E0200195,,,,2,,,,,,,,,,
E0200193,,,,2,,,,,,,,,,
E02001923,,,,2,,,,,,,,,,
E02001924,,,,2,,,,,,,,,,
E02001925,,,,2,,,,,,,,,,
E0200194,,,,2,,,,,,,,,,
E02001927,,,2,2,,,,,,,,,,
E02001928,,,2,2,,,,,,,,,,
E0200196,,,,2,,,,,,,,,,
E02001930,,,,2,,,,,,,,,,
E02001931,,,,2,,,,,,,,,,
E02001932,,,2,2,,,,,,,,,,
E02001933,,,,2,,,,,,,,,,
E02001934,,,,2,2,,,,,,,,,
E02001935,,,2,2,,,,,,,,,,
E02001936,,,,2,,,,,,,,,,
E02001937,,,,2,2,,,,,,,,,
E02001938,,,2,2,,,,,,,,,,
E02001939,,,2,2,,,,,,,,,,
E02001941,,,,2,2,,3.81,,,,,,,
E02001942,,,2,2,,,,,,,,,,
E02001943,,,,2,2,,,,,,,,,
E02001944,,,2,2,2,,,,,,,,,
E02001945,,,2,2,,,,,,,,,,
E02001946,,,2,2,,,,,,,,,,
E02001947,,,2,2,2,,,,,,,,,
E02001948,,,,2,2,,,,,,,,,
E02001949,,,2,2,2,,,,,,,,,
E02001950,,,2,2,,,,,,,,,,
E02001951,,,2,2,,,,,,,,,,
E02001952,,,2,2,,,,,,,,,,
E02001953,,,2,2,2,,,,,,,,,
E02001954,,,2,2,2,,,,,,,,,
E02001955,,,2,2,,,,,,,,,,
E02001956,,,2,2,,,,,,,,,,
E02001957,,,2,2,2,,,,,,,,,
E02001958,1,,4,4,2,2,1.27,,,,,,,
E02001959,1,,4,4,2,2,1.27,,,,,,,
E02001961,1,,4,4,2,2,1.27,,,,,,,
E02001962,1,,4,4,2,2,1.27,,,,,,,
E02001963,1,,4,4,2,2,1.27,,,,,,,
E02001964,1,,4,4,2,2,1.27,,,,,,,
E02001965,1,,4,4,2,2,1.27,,,,,,,
E02001966,1,,4,4,2,2,1.27,,,,,,,
E02001967,1,,4,4,2,2,1.27,,,,,,,
E02001968,1,,4,4,2,2,1.27,,,,,,,
E02001913,1,,4,4,2,2,1.27,,,,,,,
E02001970,1,,4,4,2,2,1.27,,,,,,,
E02001971,1,,4,4,2,2,1.27,,,,,,,
E02001972,1,,4,4,2,2,1.27,,,,,,,
E02001973,1,,4,4,2,2,1.27,,,,,,,
E02001974,1,,4,4,2,2,1.27,,,,,,,
E02001975,1,,4,4,2,2,1.27,,,,,,,
E02001976,1,,4,4,2,2,1.27,,,,,,,
E02001977,1,,4,4,2,2,1.27,,,,,,,
E02001978,1,,4,4,2,2,1.27,,,,,,,
E02001979,1,,4,4,2,2,1.27,,,,,,,
E02001980,1,,4,4,2,2,1.27,,,,,,,
E02001981,1,,4,4,2,2,1.27,,,,,,,
E02001982,1,,4,4,2,2,1.27,,,,,,,
E02001983,1,,4,4,2,2,1.27,,,,,,,
E02001984,1,,4,4,2,2,1.27,,,,,,,
E02001985,1,,4,4,2,2,1.27,,,,,,,
E02001986,1,,4,4,2,2,1.27,,,,,,,
E02001987,1,,4,4,2,2,1.27,,,,,,,
E02001988,1,,4,4,2,2,1.27,,,,,,,
E02001989,1,,4,4,2,2,1.27,,,,,,,
E02001990,1,,4,4,2,2,1.27,,,,,,,
E02001991,1,,,4,2,2,1.27,,,,,,,
E02001992,1,,,4,2,2,1.27,,,,,,,
E02001993,1,,,9,2,2,1.27,,,,,,,
E02001994,1,,,,2,2,1.27,,,,,,,
E02001995,1,,,,2,2,1.27,,,,,,,
E02001996,1,,,,2,2,1.27,,,,,,,
E02001997,1,,,9,2,2,1.27,,,,,,,
E02001998,1,,,9,2,2,1.27,,,,,,,
E02001999,1,,,9,2,2,1.27,,,,,,,
E02002000,,4,,,,,,,,,,,,
E02002001,,4,,,,,,,,,,,,
E02002002,,4,,,,,,,,,,,,
E02002003,,4,,,,,,,,,,,,
E02002004,,4,,,,,,,,,,,,
E02002005,,4,,,,,,,,,,,,
E02002006,,4,,,,,,,,,,,,
E02002007,,4,,,,,,,,,,,,
E02002008,,4,,,,,,,,,,,,
E02002009,,4,,,,,,,,,,,,
E02002010,,4,,,,,,,,,,,,
E02002011,,4,2,2,,,,,,,,,,
E02002012,,4,,2,,,,,,,,,,
E02002013,,4,2,2,,,,,,,,,,
E02002014,,4,,2,,,,,,,,,,
E02002015,,4,2,2,,,,,,,,,,
E02002016,,4,2,2,,,,,,,,,,
E02002017,,4,,2,,,,,,,,,,
E02002018,,,2,2,,,,,,,,,,
E02002019,,4,2,2,,,,,,,,,,
E02002020,,,2,2,,,,,,,,,,
E0200205,,,2,2,,,,,,,,,,
E0200203,,,2,2,,,,,,,,,,
E02002023,,,2,2,,,,,,,,,,
E02002024,,,2,2,,,,,,,,,,
E02002025,,,,2,,,,,,,,,,
E0200204,,,2,2,,,,,,,,,,
E02002027,,,2,2,,,,,,,,,,
E02002028,,,2,2,,,,,,,,,,
E0200206,,,2,2,,,,,,,,,,
E02002030,,,2,2,,,,,,,,,,
E02002031,,,2,2,,,,,,,,,,
E02002032,,,2,2,,,,,,,,,,
E02002033,,,2,2,,,,,,,,,,
E02002034,,,2,2,,,,,,,,,,
E02002035,,,2,2,,,,,,,,,,
E02002036,,,2,2,,,,,,,,,,
E02002037,,,2,2,,,,,,,,,,
E02002038,,,2,2,,,,,,,,,,
E02002039,,,2,2,,,,,,,,,,
E02002040,,,2,2,,,,,,,,,,
E02002041,,,2,2,,,,,,,,,,
E02002042,,,2,2,,,,,,,,,,
E02002043,,4,4,4,,,,,,,,,,
E02002044,,4,4,4,,,,,,,,,,
E02002045,,4,4,4,,,,,,,,,,
E02002046,,4,4,4,,,,,,,,,,
E02002047,,4,4,4,,,,,,,,,,
E02002048,,4,4,4,,,,,,,,,,
E02002049,,4,4,,,,,,,,,,,
E02002051,,4,4,,,,,,,,,,,
E02002052,,4,4,4,,,,,,,,,,
E02002053,,4,4,4,,,,,,,,,,
E02002054,,4,4,4,,,,,,,,,,
E02002055,,4,4,,,,,,,,,,,
E02002056,,4,,,,,,,,,,,,
E02002057,,4,,,,,,,,,,,,
E02002058,,4,,,,,,,,,,,,
E02002059,,4,4,,,,,,,,,,,
E02002060,,4,4,,,,,,,,,,,
E02002061,,4,4,,,,,,,,,,,
E02002062,,4,4,,,,,,,,,,,
E02002063,,4,,,,,,,,,,,,
E02002064,,4,,,,,,,,,,,,
E02002065,,4,4,,,,,,,,,,,
E02002066,,4,,,,,,,,,,,,
E02002067,,4,,2,,,,,,,,,,
E02002068,,4,4,,,,,,,,,,,
E02002013,,4,,2,,,,,,,,,,
E02002070,,4,,,,,,,,,,,,
E02002071,,4,,2,,,,,,,,,,
E02002072,,4,,2,,,,,,,,,,
E02002073,,4,,2,,,,,,,,,,
E02002074,,4,,2,,,,,,,,,,
E02002075,,,,2,,,,,,,,,,
E02002076,,,,2,,,,,,,,,,
E02002077,,,2,2,,,,,,,,,,
E02002078,,,,2,,,,,,,,,,
E02002079,,,,2,,,,,,,,,,
E02002080,,,2,2,,,,,,,,,,
E02002081,,4,4,4,,,,,,,,,,
E02002082,,4,4,4,,,,,,,,,,
E02002083,,4,4,4,,,,,,,,,,
E02002084,,,4,4,,,,,,,,,,
E02002085,,,4,4,,,,,,,,,,
E02002086,,,4,4,,,,,,,,,,
E02002087,,,4,4,,,,,,,,,,
E02002088,,,4,4,,,1.27,,,,,,,
E02002089,,,4,4,,,,,,,,,,
E02002090,,,4,4,,,,,,,,,,
E02002091,,,4,4,,,,,,,,,,
E02002092,,,4,2,,,,,,,,,,
E02002093,,,,2,2,,,,,,,,,
E02002094,,,,2,2,,,,,,,,,
E02002095,,,4,2,2,,,,,,,,,
E02002096,,,,2,2,,,,,,,,,
E02002097,,,4,4,2,2,1.27,,,,,,,
E02002098,,,,2,2,,,,,,,,,
E02002099,,,,2,2,,,,,,,,,
E0200501,,,,2,2,,,,,,,,,
E0200502,,,,2,2,2,,,,,,,,
E0200503,,,,2,2,,,,,,,,,
E0200504,,,,2,2,2,,,,,,,,
E0200505,,,,2,2,2,1.27,,,,,,,
E0200506,,,,2,2,2,4.53,3.67,,,,,,
E0200507,,,,2,2,2,,,,,,,,
E0200508,,,,2,2,2,,,,,,,,
E0200509,,,2,2,2,2,,,,,,,,
E0200510,,4,4,4,,4,,,,,,,,
E0200511,,4,4,4,,4,,,,,,,,
E0200512,,4,4,4,,,,,,,,,,
E0200513,,4,4,4,,,,,,,,,,
E0200514,,4,4,4,,,,,,,,,,
E0200515,,4,4,4,,,,,,,,,,
E0200516,,4,4,4,,,,,,,,,,
E0200517,,4,4,4,,,,,,,,,,
E0200518,,4,4,4,,,,,,,,,,
E0200519,,4,4,4,,,,,,,,,,
E0200520,,4,4,4,,,,,,,,,,
E020055,,4,4,4,,,,,,,,,,
E020053,,4,4,4,,,,,,,,,,
E0200523,,4,4,4,,,,,,,,,,
E0200524,,4,4,4,,,,,,,,,,
E0200525,,4,4,4,,,,,,,,,,
E020054,,4,4,4,,,,,,,,,,
E0200527,,4,4,4,,,,,,,,,,
E0200528,,4,4,4,,,,,,,,,,
E020056,,4,4,4,,,,,,,,,,
E0200530,,4,4,4,,,,,,,,,,
E0200531,,4,4,4,,,,,,,,,,
E0200532,,4,4,4,,,5.06,,,,,,,
E0200533,,4,4,4,,,,,,,,,,
E0200534,,4,4,4,,,,,,,,,,
E0200535,,4,4,4,,,,,,,,,,
E0200536,,4,4,4,,,,,,,,,,
E0200537,,4,4,4,,,,,,,,,,
E0200538,,4,4,4,,,,,,,,,,
E0200539,,4,4,4,,,,,,,,,,
E0200540,,4,4,4,,,,,,,,,,
E0200541,,4,4,4,,,,,,,,,,
E0200542,,4,4,4,,,,,,,,,,
E0200543,,4,4,4,,,,,,,,,,
E0200544,,4,4,4,,,,,,,,,,
E0200545,,4,4,4,,,,,,,,,,
E0200546,,4,4,4,,,,,,,,,,
E0200547,,4,4,4,,,,,,,,,,
E0200548,,4,4,4,,,,,,,,,,
E0200549,,4,4,4,,,,,,,,,,
E0200550,,4,4,,,,,,,,,,,
E0200551,,4,4,,,,,,,,,,,
E0200552,,4,4,4,,,,,,,,,,
E0200553,,4,4,4,,,,,,,,,,
E0200554,,4,4,,,,,,,,,,,
E0200555,,4,4,,,,,,,,,,,
E0200556,,4,4,4,,,,,,,,,,
E0200557,,4,,,,,,,,,,,,
E0200558,,4,4,4,,,,,,,,,,
E0200559,,4,4,,,,,,,,,,,
E0200560,,4,4,4,,,,,,,,,,
E0200561,,4,,,,,,,,,,,,
E0200562,,4,,,,,,,,,,,,
E0200563,,4,4,,,,,,,,,,,
E0200564,,4,4,,,,,,,,,,,
E0200565,,4,,,,,,,,,,,,
E0200566,,4,4,,,,,,,,,,,
E0200567,,4,,,,,,,,,,,,
E0200568,,4,,,,,,,,,,,,
E0200513,,4,,,,,,,,,,,,
E0200570,,4,4,4,,,,,,,,,,
E0200571,,4,4,,,,,,,,,,,
E0200574,,4,,,,,,,,,,,,
E0200575,,4,4,,,,,,,,,,,
E0200576,,4,,,,,,,,,,,,
E0200577,,4,4,,,,,,,,,,,
E0200578,,4,,,,,,,,,,,,
E0200579,,4,,,,,,,,,,,,
E0200580,,4,,,,,,,,,,,,
E0200581,,4,4,,,,,,,,,,,
E0200582,,4,,,,,,,,,,,,
E0200583,,3,3,3,3,3,1,2.36,,,,,,
E0200584,,3,3,3,3,3,1,2.36,,,,,,
E0200585,,3,3,3,3,3,1,,,,,,,
E0200586,,3,3,3,3,3,1,2.36,,,,,,
E0200587,,3,3,3,3,3,1,,,,,,,
E0200588,,3,3,3,3,3,1,,,,,,,
E0200589,,3,3,3,3,3,,,,,,,,
E0200590,,3,3,3,3,3,,,,,,,,
E0200591,,3,3,3,3,3,,,,,,,,
E0200592,,,3,3,3,3,1,,,,,,,
E0200593,,3,3,3,3,3,,,,,,,,
E0200594,,3,3,3,3,3,,,,,,,,
E0200595,,,3,3,3,3,1,,,,,,,
E0200596,,3,3,3,3,3,,,,,,,,
E0200597,,,3,3,3,3,1,,,,,,,
E0200598,,,3,3,3,3,1,,,,,,,
E0200599,,,,,3,11,1,,,,,,,
E0200300,,,3,3,3,3,1,,,,,,,
E0200301,,,,,3,,1,,,,,,,
E0200302,,,3,3,3,3,1,,,,,,,
E0200303,,,3,,3,11,1,,,,,,,
E0200304,,,3,3,3,3,,,,,,,,
E0200305,,,3,3,3,3,,,,,,,,
E0200306,,,,,3,,1,,,,,,,
E0200307,,,3,3,3,11,1,,,,,,,
E0200308,,,,,3,,1,,,,,,,
E0200309,,,,,3,,1,,,,,,,
E0200310,,,,,3,,1,,,,,,,
E0200311,,,3,3,3,11,1,,,,,,,
E0200312,,,3,3,3,11,,,,,,,,
E0200313,,,3,3,3,3,,,,,,,,
E0200314,,,,,3,,1,,,,,,,
E0200315,,,3,,3,11,,,,,,,,
E0200316,,,,,3,,1,,,,,,,
E0200317,,,,,3,,1,,,,,,,
E0200318,,,3,3,3,11,,,,,,,,
E0200319,,,3,,3,,,,,,,,,
E0200320,,,,,3,,1,,,,,,,
E020035,,,,,3,,1,,,,,,,
E020033,,,3,3,3,11,4.03,3.49,,,,,,
E0200323,,,,,3,,,,,,,,,
E0200324,,,,,3,,1,,,,,,,
E0200325,,,3,3,3,11,,,,,,,,
E020034,,,,,3,,,,,,,,,
E0200327,,,,,3,,1,,,,,,,
E0200328,,,,,3,,1,,,,,,,
E020036,,,3,,3,,,,,,,,,
E0200330,,,,,3,,,,,,,,,
E0200331,,,,,3,,,,,,,,,
E0200332,,,,,3,,3.44,,,,,,,
E0200333,,,,,3,,,,,,,,,
E0200334,,,,,9,,1,,,,,,,
E0200335,,,,,3,,,,,,,,,
E0200336,,,,,9,,,,,,,,,
E0200337,,,,,9,,,,,,,,,
E0200338,,,,,9,,,,,,,,,
E0200340,,,3,3,9,,,,,,,,,
E0200341,,,,,,,9.19,,,,,6.52,,
E0200344,,,3,3,,,,,,,,,,
E0200345,,,3,3,,,,,,,,,,
E0200347,,,3,3,,3,,,,,,,,
E0200348,,,3,3,,,,,,,,,,
E0200349,,,3,3,,,,,,,,,,
E0200350,,,3,3,,11,,,,,,,,
E0200352,,,3,3,,,,,,,,,,
E0200353,,,3,3,,,,,,,,,,
E0200355,,,3,,,,,,,,,,,
E0200356,,,3,3,,3,,,,,,,,
E0200357,,,3,,,,,,,,,,,
E0200360,,,3,,,,,,,,,,,
E0200363,,,3,3,,,,,,,,,,
E0200365,,,3,3,,3,,,,,,,,
E0200370,,,3,,,,,,,,,,,
E0200388,,,,,4,,,,,,,,,
E0200394,,,,,4,,,,,,,,,
E0200398,,,,,4,,,,,,,,,
E02002314,,,,,4,,,,,,,,,
E02002316,,,,,4,,,,,,,,,
E0200235,,,,,4,,,,,,,,,
E02002323,,,,,4,,,,,,,,,
E02002324,,,,,4,,,,,,,,,
E0200234,,,,,4,,,,,,,,,
E02002327,,,,,4,,,,,,,,,
E02002328,,,,,4,4,,,,,,,,
E0200236,,,,,4,4,,,,,,,,
E02002330,,,,,3,,1,1.33,,,,,,
E02002331,,,,,3,,1,1.33,,,,,,
E02002332,,3,3,3,3,3,1,,,,,,,
E02002333,,,3,,3,3,1,,,,,,,
E02002334,,,,,3,,1,1.33,,,,,,
E02002335,,,,,3,,1,1.33,,,,,,
E02002336,,,,,3,,1,,,,,,,
E02002337,,,3,3,3,3,1,,,,,,,
E02002338,,,3,,3,11,1,,,,,,,
E02002339,,,,,3,11,1,,,,,,,
E02002340,,,,,3,11,1,,,,,,,
E02002341,,,,,3,,1,1.33,,,,,,
E02002342,,,,,3,,1,,,,,,,
E02002343,,,,,3,,1,,,,,,,
E02002344,,,,,3,,1,1.33,,,,,,
E02002345,,,,,3,,1,,,,,,,
E02002346,,,,,3,,1,,,,,,,
E02002347,,,,,3,,1,1.33,,,,,,
E02002348,,,,,3,,1,,,,,,,
E02002349,,,,,3,,1,1.33,,,,,,
E02002350,,,,,3,,1,,,,,,,
E02002351,,,,,3,,1,1.33,,,,,,
E02002352,,,,,3,,1,1.33,,,,,,
E02002353,,,,,3,,1,1.33,,,,,,
E02002354,,,,,3,,1,,,,,,,
E02002356,,,,,3,,1,,,,,,,
E02002357,,,,,3,,1,,,,,,,
E02002358,,,,,3,,1,1.33,,,,,,
E02002359,,,,,3,,1,1.33,,,,,,
E02002360,,,,,3,,1,,,,,,,
E02002361,,,,,3,,1,1.33,,,,,,
E02002362,,,,,3,,1,,,,,,,
E02002363,,,,,3,,1,,,,,,,
E02002364,,,,,3,,1,1.33,,,,,,
E02002366,,,,,3,,1,1.33,,,,,,
E02002367,,,,,3,,1,,,,,,,
E02002368,,,,,3,,1,,,,,,,
E02002313,,,,,3,,1,1.33,,,,,,
E02002370,,,,,3,,1,1.33,,,,,,
E02002371,,,,,3,,1,,,,,,,
E02002373,,,,,3,,1,,,,,,,
E02002374,,,,,3,,1,,,,,,,
E02002375,,,,,3,,1,,,,,,,
E02002376,,,,,3,,1,1.33,,,,,,
E02002377,,,,,3,,1,,,,,,,
E02002379,,,,,3,,1,1.33,,,,,,
E02002380,,,,,3,,1,,,,,,,
